ACCESSION_NUMBER	ID	ISSUEJURISDICTIONSECUROFFERING
0001669191-23-000655	12	HI
0001669191-23-000655	13	ID
0001669191-23-000655	8	DE
0001669191-23-000655	9	DC
0001669191-23-000655	1	AL
0001669191-23-000655	2	AK
0001669191-23-000655	3	AZ
0001669191-23-000656	52	B5
0001669191-23-000656	49	WV
0001669191-23-000656	54	1V
0001669191-23-000656	55	PR
0001669191-23-000656	56	VI
0001669191-23-000656	50	WI
0001669191-23-000656	51	WY
0001669191-23-000656	1	AL
0001669191-23-000656	2	AK
0001669191-23-000656	3	AZ
0001669191-23-000656	4	AR
0001669191-23-000656	5	CA
0001669191-23-000656	6	CO
0001669191-23-000656	7	CT
0001669191-23-000656	8	DE
0001669191-23-000656	9	DC
0001669191-23-000656	10	FL
0001669191-23-000656	11	GA
0001669191-23-000656	12	HI
0001669191-23-000656	13	ID
0001669191-23-000656	14	IL
0001669191-23-000656	15	IN
0001669191-23-000656	16	IA
0001669191-23-000656	17	KS
0001669191-23-000656	18	KY
0001669191-23-000656	19	LA
0001669191-23-000656	20	ME
0001669191-23-000656	21	MD
0001669191-23-000656	22	MA
0001669191-23-000656	23	MI
0001669191-23-000656	24	MN
0001669191-23-000656	25	MS
0001669191-23-000656	26	MO
0001669191-23-000656	27	MT
0001669191-23-000656	28	NE
0001669191-23-000656	29	NV
0001669191-23-000656	30	NH
0001669191-23-000656	31	NJ
0001669191-23-000656	32	NM
0001669191-23-000656	33	NY
0001669191-23-000656	34	NC
0001669191-23-000656	35	ND
0001669191-23-000656	36	OH
0001669191-23-000656	37	OK
0001669191-23-000656	38	OR
0001669191-23-000656	39	PA
0001669191-23-000656	40	RI
0001669191-23-000656	41	SC
0001669191-23-000656	42	SD
0001669191-23-000656	43	TN
0001669191-23-000656	44	TX
0001669191-23-000656	45	UT
0001669191-23-000656	46	VT
0001669191-23-000656	47	VA
0001669191-23-000656	48	WA
0001669191-23-000656	53	GU
0001670254-23-000688	17	KS
0001670254-23-000688	21	MD
0001670254-23-000688	23	MI
0001670254-23-000688	24	MN
0001670254-23-000688	25	MS
0001670254-23-000688	26	MO
0001670254-23-000688	27	MT
0001670254-23-000688	28	NE
0001670254-23-000688	29	NV
0001670254-23-000688	30	NH
0001670254-23-000688	31	NJ
0001670254-23-000688	32	NM
0001670254-23-000688	33	NY
0001670254-23-000688	34	NC
0001670254-23-000688	35	ND
0001670254-23-000688	36	OH
0001670254-23-000688	37	OK
0001670254-23-000688	38	OR
0001670254-23-000688	39	PA
0001670254-23-000688	40	RI
0001670254-23-000688	41	SC
0001670254-23-000688	42	SD
0001670254-23-000688	43	TN
0001670254-23-000688	44	TX
0001670254-23-000688	45	UT
0001670254-23-000688	46	VT
0001670254-23-000688	47	VA
0001670254-23-000688	48	WA
0001670254-23-000688	49	WV
0001670254-23-000688	50	WI
0001670254-23-000688	51	WY
0001670254-23-000688	52	B5
0001670254-23-000688	53	GU
0001670254-23-000688	54	PR
0001670254-23-000688	55	VI
0001670254-23-000688	56	1V
0001670254-23-000688	1	AL
0001670254-23-000688	2	AK
0001670254-23-000688	3	AZ
0001670254-23-000688	4	AR
0001670254-23-000688	5	CA
0001670254-23-000688	6	CO
0001670254-23-000688	7	CT
0001670254-23-000688	8	DE
0001670254-23-000688	9	DC
0001670254-23-000688	10	FL
0001670254-23-000688	11	GA
0001670254-23-000688	12	HI
0001670254-23-000688	13	ID
0001670254-23-000688	14	IL
0001670254-23-000688	15	IN
0001670254-23-000688	16	IA
0001670254-23-000688	18	KY
0001670254-23-000688	19	LA
0001670254-23-000688	20	ME
0001670254-23-000688	22	MA
0001665160-23-001466	6	CO
0001665160-23-001466	5	CA
0001665160-23-001466	8	DE
0001665160-23-001466	9	DC
0001665160-23-001466	10	FL
0001665160-23-001466	11	GA
0001665160-23-001466	12	HI
0001665160-23-001466	13	ID
0001665160-23-001466	14	IL
0001665160-23-001466	15	IN
0001665160-23-001466	16	IA
0001665160-23-001466	17	KS
0001665160-23-001466	18	KY
0001665160-23-001466	19	LA
0001665160-23-001466	20	ME
0001665160-23-001466	21	MD
0001665160-23-001466	22	MA
0001665160-23-001466	23	MI
0001665160-23-001466	24	MN
0001665160-23-001466	25	MS
0001665160-23-001466	26	MO
0001665160-23-001466	27	MT
0001665160-23-001466	28	NE
0001665160-23-001466	29	NV
0001665160-23-001466	30	NH
0001665160-23-001466	31	NJ
0001665160-23-001466	32	NM
0001665160-23-001466	33	NY
0001665160-23-001466	34	NC
0001665160-23-001466	35	ND
0001665160-23-001466	36	OH
0001665160-23-001466	37	OK
0001665160-23-001466	38	OR
0001665160-23-001466	39	PA
0001665160-23-001466	40	PR
0001665160-23-001466	41	RI
0001665160-23-001466	42	SC
0001665160-23-001466	43	SD
0001665160-23-001466	44	TN
0001665160-23-001466	45	TX
0001665160-23-001466	46	UT
0001665160-23-001466	47	VT
0001665160-23-001466	48	VA
0001665160-23-001466	49	WA
0001665160-23-001466	50	WV
0001665160-23-001466	51	WI
0001665160-23-001466	52	WY
0001665160-23-001466	1	AL
0001665160-23-001466	2	AK
0001665160-23-001466	3	AZ
0001665160-23-001466	4	AR
0001665160-23-001466	7	CT
0001665160-23-001465	33	NY
0001665160-23-001465	34	NC
0001665160-23-001465	35	ND
0001665160-23-001465	36	OH
0001665160-23-001465	37	OK
0001665160-23-001465	38	OR
0001665160-23-001465	39	PA
0001665160-23-001465	40	PR
0001665160-23-001465	41	RI
0001665160-23-001465	42	SC
0001665160-23-001465	43	SD
0001665160-23-001465	44	TN
0001665160-23-001465	45	TX
0001665160-23-001465	46	UT
0001665160-23-001465	47	VT
0001665160-23-001465	48	VA
0001665160-23-001465	49	WA
0001665160-23-001465	50	WV
0001665160-23-001465	51	WI
0001665160-23-001465	52	WY
0001665160-23-001465	1	AL
0001665160-23-001465	2	AK
0001665160-23-001465	3	AZ
0001665160-23-001465	4	AR
0001665160-23-001465	5	CA
0001665160-23-001465	6	CO
0001665160-23-001465	7	CT
0001665160-23-001465	8	DE
0001665160-23-001465	9	DC
0001665160-23-001465	10	FL
0001665160-23-001465	11	GA
0001665160-23-001465	12	HI
0001665160-23-001465	13	ID
0001665160-23-001465	14	IL
0001665160-23-001465	15	IN
0001665160-23-001465	16	IA
0001665160-23-001465	17	KS
0001665160-23-001465	18	KY
0001665160-23-001465	19	LA
0001665160-23-001465	20	ME
0001665160-23-001465	21	MD
0001665160-23-001465	22	MA
0001665160-23-001465	23	MI
0001665160-23-001465	24	MN
0001665160-23-001465	25	MS
0001665160-23-001465	26	MO
0001665160-23-001465	27	MT
0001665160-23-001465	28	NE
0001665160-23-001465	29	NV
0001665160-23-001465	30	NH
0001665160-23-001465	31	NJ
0001665160-23-001465	32	NM
0001747584-23-000032	18	KY
0001747584-23-000032	52	WY
0001747584-23-000032	20	ME
0001747584-23-000032	21	MD
0001747584-23-000032	22	MA
0001747584-23-000032	23	MI
0001747584-23-000032	24	MN
0001747584-23-000032	25	MS
0001747584-23-000032	26	MO
0001747584-23-000032	27	MT
0001747584-23-000032	28	NE
0001747584-23-000032	29	NV
0001747584-23-000032	30	NH
0001747584-23-000032	31	NJ
0001747584-23-000032	32	NM
0001747584-23-000032	33	NY
0001747584-23-000032	34	NC
0001747584-23-000032	35	ND
0001747584-23-000032	36	OH
0001747584-23-000032	37	OK
0001747584-23-000032	38	OR
0001747584-23-000032	39	PA
0001747584-23-000032	40	PR
0001747584-23-000032	41	RI
0001747584-23-000032	42	SC
0001747584-23-000032	43	SD
0001747584-23-000032	44	TN
0001747584-23-000032	45	TX
0001747584-23-000032	46	UT
0001747584-23-000032	47	VT
0001747584-23-000032	1	AL
0001747584-23-000032	2	AK
0001747584-23-000032	3	AZ
0001747584-23-000032	4	AR
0001747584-23-000032	5	CA
0001747584-23-000032	6	CO
0001747584-23-000032	7	CT
0001747584-23-000032	8	DE
0001747584-23-000032	9	DC
0001747584-23-000032	10	FL
0001747584-23-000032	11	GA
0001747584-23-000032	12	HI
0001747584-23-000032	13	ID
0001747584-23-000032	14	IL
0001747584-23-000032	15	IN
0001747584-23-000032	16	IA
0001747584-23-000032	17	KS
0001747584-23-000032	48	VA
0001747584-23-000032	49	WA
0001747584-23-000032	50	WV
0001747584-23-000032	51	WI
0001747584-23-000032	19	LA
0001807734-23-000007	39	PA
0001807734-23-000007	38	OR
0001807734-23-000007	41	RI
0001807734-23-000007	42	SC
0001807734-23-000007	43	SD
0001807734-23-000007	44	TN
0001807734-23-000007	45	TX
0001807734-23-000007	46	UT
0001807734-23-000007	47	VT
0001807734-23-000007	48	VA
0001807734-23-000007	49	WA
0001807734-23-000007	50	WV
0001807734-23-000007	51	WI
0001807734-23-000007	52	WY
0001807734-23-000007	1	AL
0001807734-23-000007	2	AK
0001807734-23-000007	3	AZ
0001807734-23-000007	4	AR
0001807734-23-000007	5	CA
0001807734-23-000007	6	CO
0001807734-23-000007	7	CT
0001807734-23-000007	8	DE
0001807734-23-000007	9	DC
0001807734-23-000007	10	FL
0001807734-23-000007	11	GA
0001807734-23-000007	12	HI
0001807734-23-000007	13	ID
0001807734-23-000007	14	IL
0001807734-23-000007	15	IN
0001807734-23-000007	16	IA
0001807734-23-000007	17	KS
0001807734-23-000007	18	KY
0001807734-23-000007	19	LA
0001807734-23-000007	20	ME
0001807734-23-000007	21	MD
0001807734-23-000007	22	MA
0001807734-23-000007	23	MI
0001807734-23-000007	24	MN
0001807734-23-000007	25	MS
0001807734-23-000007	26	MO
0001807734-23-000007	27	MT
0001807734-23-000007	28	NE
0001807734-23-000007	29	NV
0001807734-23-000007	30	NH
0001807734-23-000007	31	NJ
0001807734-23-000007	32	NM
0001807734-23-000007	33	NY
0001807734-23-000007	34	NC
0001807734-23-000007	35	ND
0001807734-23-000007	36	OH
0001807734-23-000007	37	OK
0001807734-23-000007	40	PR
0001665160-23-001464	29	NV
0001665160-23-001464	30	NH
0001665160-23-001464	31	NJ
0001665160-23-001464	32	NM
0001665160-23-001464	33	NY
0001665160-23-001464	34	NC
0001665160-23-001464	21	MD
0001665160-23-001464	22	MA
0001665160-23-001464	23	MI
0001665160-23-001464	24	MN
0001665160-23-001464	25	MS
0001665160-23-001464	26	MO
0001665160-23-001464	27	MT
0001665160-23-001464	28	NE
0001665160-23-001464	35	ND
0001665160-23-001464	36	OH
0001665160-23-001464	37	OK
0001665160-23-001464	38	OR
0001665160-23-001464	39	PA
0001665160-23-001464	40	PR
0001665160-23-001464	41	RI
0001665160-23-001464	42	SC
0001665160-23-001464	43	SD
0001665160-23-001464	44	TN
0001665160-23-001464	45	TX
0001665160-23-001464	46	UT
0001665160-23-001464	47	VT
0001665160-23-001464	48	VA
0001665160-23-001464	49	WA
0001665160-23-001464	50	WV
0001665160-23-001464	51	WI
0001665160-23-001464	52	WY
0001665160-23-001464	1	AL
0001665160-23-001464	2	AK
0001665160-23-001464	3	AZ
0001665160-23-001464	4	AR
0001665160-23-001464	5	CA
0001665160-23-001464	6	CO
0001665160-23-001464	7	CT
0001665160-23-001464	8	DC
0001665160-23-001464	9	DE
0001665160-23-001464	10	FL
0001665160-23-001464	11	GA
0001665160-23-001464	12	HI
0001665160-23-001464	13	ID
0001665160-23-001464	14	IL
0001665160-23-001464	15	IN
0001665160-23-001464	16	IA
0001665160-23-001464	17	KS
0001665160-23-001464	18	KY
0001665160-23-001464	19	LA
0001665160-23-001464	20	ME
0001665160-23-001462	1	AL
0001665160-23-001462	39	PA
0001665160-23-001462	3	AZ
0001665160-23-001462	4	AR
0001665160-23-001462	5	CA
0001665160-23-001462	6	CO
0001665160-23-001462	7	CT
0001665160-23-001462	8	DE
0001665160-23-001462	40	PR
0001665160-23-001462	41	RI
0001665160-23-001462	42	SC
0001665160-23-001462	43	SD
0001665160-23-001462	44	TN
0001665160-23-001462	45	TX
0001665160-23-001462	46	UT
0001665160-23-001462	47	VT
0001665160-23-001462	48	VA
0001665160-23-001462	49	WA
0001665160-23-001462	50	WV
0001665160-23-001462	51	WI
0001665160-23-001462	52	WY
0001665160-23-001462	9	DC
0001665160-23-001462	10	FL
0001665160-23-001462	11	GA
0001665160-23-001462	12	HI
0001665160-23-001462	13	ID
0001665160-23-001462	14	IL
0001665160-23-001462	15	IN
0001665160-23-001462	16	IA
0001665160-23-001462	17	KS
0001665160-23-001462	18	KY
0001665160-23-001462	19	LA
0001665160-23-001462	20	ME
0001665160-23-001462	21	MD
0001665160-23-001462	22	MA
0001665160-23-001462	23	MI
0001665160-23-001462	24	MN
0001665160-23-001462	25	MS
0001665160-23-001462	26	MO
0001665160-23-001462	27	MT
0001665160-23-001462	28	NE
0001665160-23-001462	29	NV
0001665160-23-001462	30	NH
0001665160-23-001462	31	NJ
0001665160-23-001462	32	NM
0001665160-23-001462	33	NY
0001665160-23-001462	34	NC
0001665160-23-001462	35	ND
0001665160-23-001462	36	OH
0001665160-23-001462	37	OK
0001665160-23-001462	38	OR
0001665160-23-001462	2	AK
0001746059-23-000174	50	WV
0001746059-23-000174	1	AL
0001746059-23-000174	2	AK
0001746059-23-000174	3	AZ
0001746059-23-000174	4	AR
0001746059-23-000174	5	CA
0001746059-23-000174	6	CO
0001746059-23-000174	7	CT
0001746059-23-000174	8	DE
0001746059-23-000174	9	DC
0001746059-23-000174	10	FL
0001746059-23-000174	11	GA
0001746059-23-000174	12	HI
0001746059-23-000174	13	ID
0001746059-23-000174	14	IL
0001746059-23-000174	15	IN
0001746059-23-000174	16	IA
0001746059-23-000174	17	KS
0001746059-23-000174	18	KY
0001746059-23-000174	19	LA
0001746059-23-000174	20	ME
0001746059-23-000174	21	MD
0001746059-23-000174	22	MA
0001746059-23-000174	23	MI
0001746059-23-000174	24	MN
0001746059-23-000174	25	MS
0001746059-23-000174	26	MO
0001746059-23-000174	27	MT
0001746059-23-000174	28	NE
0001746059-23-000174	29	NV
0001746059-23-000174	30	NH
0001746059-23-000174	31	NJ
0001746059-23-000174	32	NM
0001746059-23-000174	33	NY
0001746059-23-000174	34	NC
0001746059-23-000174	35	ND
0001746059-23-000174	36	OH
0001746059-23-000174	37	OK
0001746059-23-000174	51	WI
0001746059-23-000174	52	WY
0001746059-23-000174	38	OR
0001746059-23-000174	39	PA
0001746059-23-000174	40	PR
0001746059-23-000174	41	RI
0001746059-23-000174	42	SC
0001746059-23-000174	43	SD
0001746059-23-000174	44	TN
0001746059-23-000174	45	TX
0001746059-23-000174	46	UT
0001746059-23-000174	47	VT
0001746059-23-000174	48	VA
0001746059-23-000174	49	WA
0001746059-23-000173	49	WA
0001746059-23-000173	48	VA
0001746059-23-000173	51	WI
0001746059-23-000173	52	WY
0001746059-23-000173	1	AL
0001746059-23-000173	2	AK
0001746059-23-000173	3	AZ
0001746059-23-000173	4	AR
0001746059-23-000173	5	CA
0001746059-23-000173	6	CO
0001746059-23-000173	7	CT
0001746059-23-000173	8	DE
0001746059-23-000173	9	DC
0001746059-23-000173	10	FL
0001746059-23-000173	11	GA
0001746059-23-000173	12	HI
0001746059-23-000173	13	ID
0001746059-23-000173	14	IL
0001746059-23-000173	15	IN
0001746059-23-000173	16	IA
0001746059-23-000173	17	KS
0001746059-23-000173	18	KY
0001746059-23-000173	19	LA
0001746059-23-000173	20	ME
0001746059-23-000173	21	MD
0001746059-23-000173	22	MA
0001746059-23-000173	23	MI
0001746059-23-000173	24	MN
0001746059-23-000173	25	MS
0001746059-23-000173	26	MO
0001746059-23-000173	27	MT
0001746059-23-000173	28	NE
0001746059-23-000173	29	NV
0001746059-23-000173	30	NH
0001746059-23-000173	31	NJ
0001746059-23-000173	32	NM
0001746059-23-000173	33	NY
0001746059-23-000173	34	NC
0001746059-23-000173	35	ND
0001746059-23-000173	36	OH
0001746059-23-000173	37	OK
0001746059-23-000173	38	OR
0001746059-23-000173	39	PA
0001746059-23-000173	40	PR
0001746059-23-000173	41	RI
0001746059-23-000173	42	SC
0001746059-23-000173	43	SD
0001746059-23-000173	44	TN
0001746059-23-000173	45	TX
0001746059-23-000173	46	UT
0001746059-23-000173	47	VT
0001746059-23-000173	50	WV
0001669191-23-000649	22	MA
0001669191-23-000649	21	MD
0001669191-23-000649	24	MN
0001669191-23-000649	25	MS
0001669191-23-000649	26	MO
0001669191-23-000649	27	MT
0001669191-23-000649	28	NE
0001669191-23-000649	29	NV
0001669191-23-000649	30	NH
0001669191-23-000649	31	NJ
0001669191-23-000649	32	NM
0001669191-23-000649	33	NY
0001669191-23-000649	34	NC
0001669191-23-000649	35	ND
0001669191-23-000649	36	OH
0001669191-23-000649	37	OK
0001669191-23-000649	38	OR
0001669191-23-000649	39	PA
0001669191-23-000649	40	RI
0001669191-23-000649	41	SC
0001669191-23-000649	42	SD
0001669191-23-000649	43	TN
0001669191-23-000649	44	TX
0001669191-23-000649	45	UT
0001669191-23-000649	46	VT
0001669191-23-000649	47	VA
0001669191-23-000649	48	WA
0001669191-23-000649	49	WV
0001669191-23-000649	50	WI
0001669191-23-000649	51	WY
0001669191-23-000649	52	B5
0001669191-23-000649	53	GU
0001669191-23-000649	54	1V
0001669191-23-000649	55	PR
0001669191-23-000649	56	VI
0001669191-23-000649	1	AL
0001669191-23-000649	2	AK
0001669191-23-000649	3	AZ
0001669191-23-000649	4	AR
0001669191-23-000649	5	CA
0001669191-23-000649	6	CO
0001669191-23-000649	7	CT
0001669191-23-000649	8	DE
0001669191-23-000649	9	DC
0001669191-23-000649	10	FL
0001669191-23-000649	11	GA
0001669191-23-000649	12	HI
0001669191-23-000649	13	ID
0001669191-23-000649	14	IL
0001669191-23-000649	15	IN
0001669191-23-000649	16	IA
0001669191-23-000649	17	KS
0001669191-23-000649	18	KY
0001669191-23-000649	19	LA
0001669191-23-000649	20	ME
0001669191-23-000649	23	MI
0001669191-23-000648	21	MD
0001669191-23-000648	22	MA
0001669191-23-000648	23	MI
0001669191-23-000648	24	MN
0001669191-23-000648	25	MS
0001669191-23-000648	26	MO
0001669191-23-000648	27	MT
0001669191-23-000648	28	NE
0001669191-23-000648	29	NV
0001669191-23-000648	30	NH
0001669191-23-000648	31	NJ
0001669191-23-000648	32	NM
0001669191-23-000648	33	NY
0001669191-23-000648	34	NC
0001669191-23-000648	35	ND
0001669191-23-000648	36	OH
0001669191-23-000648	37	OK
0001669191-23-000648	38	OR
0001669191-23-000648	39	PA
0001669191-23-000648	40	RI
0001669191-23-000648	41	SC
0001669191-23-000648	42	SD
0001669191-23-000648	43	TN
0001669191-23-000648	44	TX
0001669191-23-000648	45	UT
0001669191-23-000648	46	VT
0001669191-23-000648	47	VA
0001669191-23-000648	48	WA
0001669191-23-000648	49	WV
0001669191-23-000648	50	WI
0001669191-23-000648	51	WY
0001669191-23-000648	52	B5
0001669191-23-000648	53	GU
0001669191-23-000648	54	1V
0001669191-23-000648	55	PR
0001669191-23-000648	56	VI
0001669191-23-000648	2	AK
0001669191-23-000648	3	AZ
0001669191-23-000648	4	AR
0001669191-23-000648	5	CA
0001669191-23-000648	6	CO
0001669191-23-000648	7	CT
0001669191-23-000648	8	DE
0001669191-23-000648	9	DC
0001669191-23-000648	10	FL
0001669191-23-000648	11	GA
0001669191-23-000648	12	HI
0001669191-23-000648	13	ID
0001669191-23-000648	14	IL
0001669191-23-000648	15	IN
0001669191-23-000648	16	IA
0001669191-23-000648	17	KS
0001669191-23-000648	18	KY
0001669191-23-000648	19	LA
0001669191-23-000648	20	ME
0001669191-23-000648	1	AL
0001669191-23-000645	1	AL
0001669191-23-000645	15	IN
0001669191-23-000645	3	AZ
0001669191-23-000645	4	AR
0001669191-23-000645	5	CA
0001669191-23-000645	6	CO
0001669191-23-000645	7	CT
0001669191-23-000645	8	DE
0001669191-23-000645	9	DC
0001669191-23-000645	10	FL
0001669191-23-000645	11	GA
0001669191-23-000645	12	HI
0001669191-23-000645	13	ID
0001669191-23-000645	14	IL
0001669191-23-000645	16	IA
0001669191-23-000645	17	KS
0001669191-23-000645	18	KY
0001669191-23-000645	19	LA
0001669191-23-000645	20	ME
0001669191-23-000645	21	MD
0001669191-23-000645	22	MA
0001669191-23-000645	23	MI
0001669191-23-000645	24	MN
0001669191-23-000645	25	MS
0001669191-23-000645	26	MO
0001669191-23-000645	27	MT
0001669191-23-000645	28	NE
0001669191-23-000645	29	NV
0001669191-23-000645	30	NH
0001669191-23-000645	31	NJ
0001669191-23-000645	32	NM
0001669191-23-000645	33	NY
0001669191-23-000645	34	NC
0001669191-23-000645	35	ND
0001669191-23-000645	36	OH
0001669191-23-000645	37	OK
0001669191-23-000645	38	OR
0001669191-23-000645	39	PA
0001669191-23-000645	40	RI
0001669191-23-000645	41	SC
0001669191-23-000645	42	SD
0001669191-23-000645	43	TN
0001669191-23-000645	44	TX
0001669191-23-000645	45	UT
0001669191-23-000645	46	VT
0001669191-23-000645	47	VA
0001669191-23-000645	48	WA
0001669191-23-000645	49	WV
0001669191-23-000645	50	WI
0001669191-23-000645	51	WY
0001669191-23-000645	52	B5
0001669191-23-000645	53	GU
0001669191-23-000645	54	1V
0001669191-23-000645	55	PR
0001669191-23-000645	56	VI
0001669191-23-000645	2	AK
0001983113-23-000001	6	CO
0001983113-23-000001	52	WY
0001983113-23-000001	8	DE
0001983113-23-000001	9	DC
0001983113-23-000001	10	FL
0001983113-23-000001	11	GA
0001983113-23-000001	12	HI
0001983113-23-000001	13	ID
0001983113-23-000001	14	IL
0001983113-23-000001	15	IN
0001983113-23-000001	16	IA
0001983113-23-000001	17	KS
0001983113-23-000001	18	KY
0001983113-23-000001	19	LA
0001983113-23-000001	20	ME
0001983113-23-000001	21	MD
0001983113-23-000001	1	AL
0001983113-23-000001	2	AK
0001983113-23-000001	3	AZ
0001983113-23-000001	4	AR
0001983113-23-000001	5	CA
0001983113-23-000001	22	MA
0001983113-23-000001	23	MI
0001983113-23-000001	24	MN
0001983113-23-000001	25	MS
0001983113-23-000001	26	MO
0001983113-23-000001	27	MT
0001983113-23-000001	28	NE
0001983113-23-000001	29	NV
0001983113-23-000001	30	NH
0001983113-23-000001	31	NJ
0001983113-23-000001	32	NM
0001983113-23-000001	33	NY
0001983113-23-000001	34	NC
0001983113-23-000001	35	ND
0001983113-23-000001	36	OH
0001983113-23-000001	37	OK
0001983113-23-000001	38	OR
0001983113-23-000001	39	PA
0001983113-23-000001	40	PR
0001983113-23-000001	41	RI
0001983113-23-000001	42	SC
0001983113-23-000001	43	SD
0001983113-23-000001	44	TN
0001983113-23-000001	45	TX
0001983113-23-000001	46	UT
0001983113-23-000001	47	VT
0001983113-23-000001	48	VA
0001983113-23-000001	49	WA
0001983113-23-000001	50	WV
0001983113-23-000001	51	WI
0001983113-23-000001	7	CT
0001982815-23-000001	42	SC
0001982815-23-000001	43	SD
0001982815-23-000001	44	TN
0001982815-23-000001	45	TX
0001982815-23-000001	46	UT
0001982815-23-000001	47	VT
0001982815-23-000001	48	VA
0001982815-23-000001	49	WA
0001982815-23-000001	50	WV
0001982815-23-000001	51	WI
0001982815-23-000001	52	WY
0001670254-23-000685	17	KS
0001670254-23-000683	38	OR
0001670254-23-000683	39	PA
0001670254-23-000683	40	RI
0001670254-23-000683	41	SC
0001670254-23-000683	42	SD
0001670254-23-000683	43	TN
0001670254-23-000683	44	TX
0001670254-23-000683	45	UT
0001670254-23-000683	46	VT
0001670254-23-000683	47	VA
0001670254-23-000683	48	WA
0001670254-23-000683	49	WV
0001670254-23-000683	50	WI
0001670254-23-000683	51	WY
0001670254-23-000683	52	B5
0001670254-23-000683	53	GU
0001670254-23-000683	54	PR
0001670254-23-000683	55	VI
0001670254-23-000683	56	1V
0001982815-23-000001	1	AL
0001982815-23-000001	2	AK
0001982815-23-000001	3	AZ
0001982815-23-000001	4	AR
0001982815-23-000001	5	CA
0001982815-23-000001	6	CO
0001982815-23-000001	7	CT
0001982815-23-000001	8	DE
0001982815-23-000001	9	DC
0001670254-23-000685	14	IL
0001670254-23-000685	15	IN
0001670254-23-000685	16	IA
0001670254-23-000685	18	KY
0001982815-23-000001	10	FL
0001982815-23-000001	11	GA
0001982815-23-000001	12	HI
0001982815-23-000001	13	ID
0001982815-23-000001	14	IL
0001982815-23-000001	15	IN
0001982815-23-000001	16	IA
0001982815-23-000001	17	KS
0001982815-23-000001	18	KY
0001982815-23-000001	19	LA
0001982815-23-000001	20	ME
0001982815-23-000001	21	MD
0001982815-23-000001	22	MA
