ACCESSION_NUMBER	ID	ISSUEJURISDICTIONSECUROFFERING
0001665160-21-000399	26	MO
0001665160-21-000399	27	MT
0001665160-21-000399	28	NE
0001665160-21-000399	30	NH
0001665160-21-000399	48	VA
0001665160-21-000399	49	WA
0001665160-21-000399	50	WV
0001665160-21-000399	51	WI
0001665160-21-000399	52	WY
0001665160-21-000399	1	AL
0001665160-21-000399	2	AK
0001665160-21-000399	3	AZ
0001665160-21-000399	4	AR
0001665160-21-000399	5	CA
0001665160-21-000399	6	CO
0001665160-21-000399	7	CT
0001665160-21-000399	8	DE
0001665160-21-000399	9	DC
0001665160-21-000399	10	FL
0001665160-21-000399	11	GA
0001665160-21-000399	12	HI
0001665160-21-000399	13	ID
0001665160-21-000399	14	IL
0001665160-21-000399	15	IN
0001665160-21-000399	16	IA
0001665160-21-000399	17	KS
0001665160-21-000399	31	NJ
0001665160-21-000399	32	NM
0001665160-21-000399	33	NY
0001665160-21-000399	34	NC
0001665160-21-000399	35	ND
0001665160-21-000399	36	OH
0001665160-21-000399	37	OK
0001665160-21-000399	38	OR
0001665160-21-000399	39	PA
0001665160-21-000399	40	PR
0001665160-21-000399	41	RI
0001665160-21-000399	42	SC
0001665160-21-000399	43	SD
0001665160-21-000399	44	TN
0001665160-21-000399	45	TX
0001665160-21-000399	46	UT
0001665160-21-000399	47	VT
0001665160-21-000399	29	NV
0001746059-21-000139	4	AR
0001746059-21-000139	52	WY
0001746059-21-000139	6	CO
0001746059-21-000139	7	CT
0001746059-21-000139	8	DE
0001746059-21-000139	9	DC
0001746059-21-000139	10	FL
0001746059-21-000139	11	GA
0001746059-21-000139	12	HI
0001746059-21-000139	13	ID
0001746059-21-000139	14	IL
0001746059-21-000139	15	IN
0001746059-21-000139	16	IA
0001746059-21-000139	17	KS
0001746059-21-000139	18	KY
0001746059-21-000139	19	LA
0001746059-21-000139	20	ME
0001746059-21-000139	21	MD
0001746059-21-000139	22	MA
0001746059-21-000139	23	MI
0001746059-21-000139	24	MN
0001746059-21-000139	25	MS
0001746059-21-000139	26	MO
0001746059-21-000139	27	MT
0001746059-21-000139	28	NE
0001746059-21-000139	29	NV
0001746059-21-000139	30	NH
0001746059-21-000139	31	NJ
0001746059-21-000139	32	NM
0001746059-21-000139	33	NY
0001746059-21-000139	34	NC
0001746059-21-000139	35	ND
0001746059-21-000139	36	OH
0001746059-21-000139	37	OK
0001746059-21-000139	38	OR
0001746059-21-000139	39	PA
0001746059-21-000139	40	PR
0001746059-21-000139	41	RI
0001746059-21-000139	42	SC
0001746059-21-000139	43	SD
0001746059-21-000139	44	TN
0001746059-21-000139	45	TX
0001746059-21-000139	46	UT
0001746059-21-000139	47	VT
0001746059-21-000139	48	VA
0001746059-21-000139	49	WA
0001746059-21-000139	50	WV
0001746059-21-000139	1	AL
0001746059-21-000139	2	AK
0001746059-21-000139	3	AZ
0001746059-21-000139	51	WI
0001746059-21-000139	5	CA
0001669191-21-000330	1	AL
0001669191-21-000330	56	VI
0001669191-21-000330	3	AZ
0001669191-21-000330	4	AR
0001669191-21-000330	5	CA
0001669191-21-000330	6	CO
0001669191-21-000330	7	CT
0001669191-21-000330	8	DE
0001669191-21-000330	9	DC
0001669191-21-000330	10	FL
0001669191-21-000330	11	GA
0001669191-21-000330	12	HI
0001669191-21-000330	13	ID
0001669191-21-000330	14	IL
0001669191-21-000330	15	IN
0001669191-21-000330	16	IA
0001669191-21-000330	17	KS
0001669191-21-000330	18	KY
0001669191-21-000330	19	LA
0001669191-21-000330	20	ME
0001669191-21-000330	21	MD
0001669191-21-000330	22	MA
0001669191-21-000330	23	MI
0001669191-21-000330	24	MN
0001669191-21-000330	25	MS
0001669191-21-000330	26	MO
0001669191-21-000330	27	MT
0001669191-21-000330	28	NE
0001669191-21-000330	29	NV
0001669191-21-000330	30	NH
0001669191-21-000330	31	NJ
0001669191-21-000330	32	NM
0001669191-21-000330	33	NY
0001669191-21-000330	34	NC
0001669191-21-000330	35	ND
0001669191-21-000330	36	OH
0001669191-21-000330	37	OK
0001669191-21-000330	38	OR
0001669191-21-000330	39	PA
0001669191-21-000330	40	RI
0001669191-21-000330	41	SC
0001669191-21-000330	42	SD
0001669191-21-000330	43	TN
0001669191-21-000330	44	TX
0001669191-21-000330	45	UT
0001669191-21-000330	46	VT
0001669191-21-000330	47	VA
0001669191-21-000330	48	WA
0001669191-21-000330	49	WV
0001669191-21-000330	50	WI
0001669191-21-000330	51	WY
0001669191-21-000330	52	B5
0001669191-21-000330	53	GU
0001669191-21-000330	54	1V
0001669191-21-000330	55	PR
0001669191-21-000330	2	AK
0001665160-21-000396	7	CT
0001665160-21-000396	6	CO
0001665160-21-000396	9	DE
0001665160-21-000396	10	FL
0001665160-21-000396	11	GA
0001665160-21-000396	12	HI
0001665160-21-000396	13	ID
0001665160-21-000396	14	IL
0001665160-21-000396	15	IN
0001665160-21-000396	16	IA
0001665160-21-000396	17	KS
0001665160-21-000396	18	KY
0001665160-21-000396	19	LA
0001665160-21-000396	20	ME
0001665160-21-000396	21	MD
0001665160-21-000396	22	MA
0001665160-21-000396	23	MI
0001665160-21-000396	24	MN
0001665160-21-000396	25	MS
0001665160-21-000396	26	MO
0001665160-21-000396	27	MT
0001665160-21-000396	28	NE
0001665160-21-000396	29	NV
0001665160-21-000396	30	NH
0001665160-21-000396	31	NJ
0001665160-21-000396	32	NM
0001665160-21-000396	33	NY
0001665160-21-000396	34	NC
0001665160-21-000396	35	ND
0001665160-21-000396	36	OH
0001665160-21-000396	37	OK
0001665160-21-000396	38	OR
0001665160-21-000396	39	PA
0001665160-21-000396	40	PR
0001665160-21-000396	41	RI
0001665160-21-000396	42	SC
0001665160-21-000396	43	SD
0001665160-21-000396	44	TN
0001665160-21-000396	45	TX
0001665160-21-000396	46	UT
0001665160-21-000396	47	VT
0001665160-21-000396	48	VA
0001665160-21-000396	49	WA
0001665160-21-000396	50	WV
0001665160-21-000396	51	WI
0001665160-21-000396	52	WY
0001665160-21-000396	1	AL
0001665160-21-000396	2	AK
0001665160-21-000396	3	AZ
0001665160-21-000396	4	AR
0001665160-21-000396	5	CA
0001665160-21-000396	8	DC
0001837254-21-000003	5	CA
0001837254-21-000003	46	TX
0001837254-21-000003	7	CT
0001837254-21-000003	8	DE
0001837254-21-000003	47	UT
0001837254-21-000003	48	VT
0001837254-21-000003	49	VI
0001837254-21-000003	50	VA
0001837254-21-000003	51	WA
0001837254-21-000003	52	WV
0001837254-21-000003	53	WI
0001837254-21-000003	54	WY
0001837254-21-000003	55	B5
0001837254-21-000003	56	1V
0001837254-21-000003	1	AL
0001837254-21-000003	2	AK
0001837254-21-000003	3	AZ
0001837254-21-000003	4	AR
0001837254-21-000003	9	DC
0001837254-21-000003	10	FL
0001837254-21-000003	11	GA
0001837254-21-000003	12	GU
0001837254-21-000003	13	HI
0001837254-21-000003	14	ID
0001837254-21-000003	15	IL
0001837254-21-000003	16	IN
0001837254-21-000003	17	IA
0001837254-21-000003	18	KS
0001837254-21-000003	19	KY
0001837254-21-000003	20	LA
0001837254-21-000003	21	ME
0001837254-21-000003	22	MD
0001837254-21-000003	23	MA
0001837254-21-000003	24	MI
0001837254-21-000003	25	MN
0001837254-21-000003	26	MS
0001837254-21-000003	27	MO
0001837254-21-000003	28	MT
0001837254-21-000003	29	NE
0001837254-21-000003	30	NV
0001837254-21-000003	31	NH
0001837254-21-000003	32	NJ
0001837254-21-000003	33	NM
0001837254-21-000003	34	NY
0001837254-21-000003	35	NC
0001837254-21-000003	36	ND
0001837254-21-000003	37	OH
0001837254-21-000003	38	OK
0001837254-21-000003	39	OR
0001837254-21-000003	40	PA
0001837254-21-000003	41	PR
0001837254-21-000003	42	RI
0001837254-21-000003	43	SC
0001837254-21-000003	44	SD
0001837254-21-000003	45	TN
0001837254-21-000003	6	CO
0001837254-21-000002	1	AL
0001837254-21-000002	2	AK
0001837254-21-000002	3	AZ
0001837254-21-000002	4	AR
0001837254-21-000002	5	CA
0001837254-21-000002	6	CO
0001837254-21-000002	15	IL
0001837254-21-000002	16	IN
0001837254-21-000002	17	IA
0001837254-21-000002	18	KS
0001837254-21-000002	19	KY
0001837254-21-000002	20	LA
0001837254-21-000002	21	ME
0001837254-21-000002	22	MD
0001837254-21-000002	23	MA
0001837254-21-000002	24	MI
0001837254-21-000002	25	MN
0001837254-21-000002	26	MS
0001837254-21-000002	27	MO
0001837254-21-000002	28	MT
0001837254-21-000002	29	NE
0001837254-21-000002	30	NV
0001837254-21-000002	31	NH
0001837254-21-000002	32	NJ
0001837254-21-000002	33	NM
0001837254-21-000002	34	NY
0001837254-21-000002	35	NC
0001837254-21-000002	36	ND
0001837254-21-000002	37	OH
0001837254-21-000002	38	OK
0001837254-21-000002	39	OR
0001837254-21-000002	40	PA
0001837254-21-000002	41	PR
0001837254-21-000002	42	RI
0001837254-21-000002	43	SC
0001837254-21-000002	44	SD
0001837254-21-000002	45	TN
0001837254-21-000002	46	TX
0001837254-21-000002	47	UT
0001837254-21-000002	48	VT
0001837254-21-000002	49	VI
0001837254-21-000002	50	VA
0001837254-21-000002	51	WA
0001837254-21-000002	52	WV
0001837254-21-000002	53	WI
0001837254-21-000002	54	WY
0001837254-21-000002	55	B5
0001837254-21-000002	56	1V
0001837254-21-000002	7	CT
0001837254-21-000002	8	DE
0001837254-21-000002	9	DC
0001837254-21-000002	10	FL
0001837254-21-000002	11	GA
0001837254-21-000002	12	GU
0001837254-21-000002	13	HI
0001837254-21-000002	14	ID
0001670254-21-000399	53	GU
0001670254-21-000399	20	ME
0001670254-21-000399	55	VI
0001670254-21-000399	56	1V
0001670254-21-000399	21	MD
0001670254-21-000399	22	MA
0001670254-21-000399	23	MI
0001670254-21-000399	24	MN
0001670254-21-000399	25	MS
0001670254-21-000399	26	MO
0001670254-21-000399	27	MT
0001670254-21-000399	28	NE
0001670254-21-000399	29	NV
0001670254-21-000399	30	NH
0001670254-21-000399	31	NJ
0001670254-21-000399	32	NM
0001670254-21-000399	33	NY
0001670254-21-000399	34	NC
0001670254-21-000399	35	ND
0001670254-21-000399	36	OH
0001670254-21-000399	37	OK
0001670254-21-000399	38	OR
0001670254-21-000399	39	PA
0001670254-21-000399	40	RI
0001670254-21-000399	41	SC
0001670254-21-000399	42	SD
0001670254-21-000399	43	TN
0001670254-21-000399	44	TX
0001670254-21-000399	45	UT
0001670254-21-000399	46	VT
0001670254-21-000399	47	VA
0001670254-21-000399	48	WA
0001670254-21-000399	49	WV
0001670254-21-000399	50	WI
0001670254-21-000399	51	WY
0001670254-21-000399	52	B5
0001670254-21-000399	1	AL
0001670254-21-000399	2	AK
0001670254-21-000399	3	AZ
0001670254-21-000399	4	AR
0001670254-21-000399	5	CA
0001670254-21-000399	6	CO
0001670254-21-000399	7	CT
0001670254-21-000399	8	DE
0001670254-21-000399	9	DC
0001670254-21-000399	10	FL
0001670254-21-000399	11	GA
0001670254-21-000399	12	HI
0001670254-21-000399	13	ID
0001670254-21-000399	14	IL
0001670254-21-000399	15	IN
0001670254-21-000399	16	IA
0001670254-21-000399	17	KS
0001670254-21-000399	18	KY
0001670254-21-000399	19	LA
0001670254-21-000399	54	PR
0001827424-21-000003	61	A8
0001827424-21-000003	60	A7
0001827424-21-000003	63	B0
0001827424-21-000003	64	Z4
0001827424-21-000003	13	ID
0001827424-21-000003	14	IL
0001827424-21-000003	15	IN
0001827424-21-000003	16	IA
0001827424-21-000003	17	KS
0001827424-21-000003	18	KY
0001827424-21-000003	19	LA
0001827424-21-000003	20	ME
0001827424-21-000003	21	MD
0001827424-21-000003	22	MA
0001827424-21-000003	23	MI
0001827424-21-000003	24	MN
0001827424-21-000003	25	MS
0001827424-21-000003	26	MO
0001827424-21-000003	27	MT
0001827424-21-000003	28	NE
0001827424-21-000003	29	NV
0001827424-21-000003	30	NH
0001827424-21-000003	31	NJ
0001827424-21-000003	32	NM
0001827424-21-000003	33	NY
0001827424-21-000003	34	NC
0001827424-21-000003	35	ND
0001827424-21-000003	36	OH
0001827424-21-000003	37	OK
0001827424-21-000003	38	OR
0001827424-21-000003	39	PA
0001827424-21-000003	40	PR
0001827424-21-000003	41	RI
0001827424-21-000003	42	SC
0001827424-21-000003	43	SD
0001827424-21-000003	44	TN
0001827424-21-000003	45	TX
0001827424-21-000003	46	UT
0001827424-21-000003	47	VT
0001827424-21-000003	48	VA
0001827424-21-000003	49	WA
0001827424-21-000003	50	WV
0001827424-21-000003	1	AL
0001827424-21-000003	2	AK
0001827424-21-000003	3	AZ
0001827424-21-000003	4	AR
0001827424-21-000003	5	CA
0001827424-21-000003	6	CO
0001827424-21-000003	7	CT
0001827424-21-000003	8	DE
0001827424-21-000003	9	DC
0001827424-21-000003	10	FL
0001827424-21-000003	11	GA
0001827424-21-000003	12	HI
0001827424-21-000003	51	WI
0001827424-21-000003	52	WY
0001827424-21-000003	53	A0
0001827424-21-000003	54	A1
0001827424-21-000003	55	A2
0001827424-21-000003	56	A3
0001827424-21-000003	57	A4
0001827424-21-000003	58	A5
0001827424-21-000003	59	A6
0001827424-21-000003	62	A9
0001669191-21-000328	51	WY
0001669191-21-000328	12	HI
0001669191-21-000328	53	GU
0001669191-21-000328	54	1V
0001669191-21-000328	55	PR
0001669191-21-000328	56	VI
0001669191-21-000328	13	ID
0001669191-21-000328	14	IL
0001669191-21-000328	15	IN
0001669191-21-000328	16	IA
0001669191-21-000328	17	KS
0001669191-21-000328	18	KY
0001669191-21-000328	19	LA
0001669191-21-000328	20	ME
0001669191-21-000328	21	MD
0001669191-21-000328	22	MA
0001669191-21-000328	23	MI
0001669191-21-000328	24	MN
0001669191-21-000328	25	MS
0001669191-21-000328	26	MO
0001669191-21-000328	27	MT
0001669191-21-000328	28	NE
0001669191-21-000328	29	NV
0001669191-21-000328	30	NH
0001669191-21-000328	31	NJ
0001669191-21-000328	32	NM
0001669191-21-000328	33	NY
0001669191-21-000328	34	NC
0001669191-21-000328	35	ND
0001669191-21-000328	36	OH
0001669191-21-000328	37	OK
0001669191-21-000328	38	OR
0001669191-21-000328	39	PA
0001669191-21-000328	40	RI
0001669191-21-000328	41	SC
0001669191-21-000328	42	SD
0001669191-21-000328	43	TN
0001669191-21-000328	44	TX
0001669191-21-000328	45	UT
0001669191-21-000328	46	VT
0001669191-21-000328	47	VA
0001669191-21-000328	48	WA
0001669191-21-000328	49	WV
0001669191-21-000328	50	WI
0001669191-21-000328	1	AL
0001669191-21-000328	2	AK
0001669191-21-000328	3	AZ
0001669191-21-000328	4	AR
0001669191-21-000328	5	CA
0001669191-21-000328	6	CO
0001669191-21-000328	7	CT
0001669191-21-000328	8	DE
0001669191-21-000328	9	DC
0001669191-21-000328	10	FL
0001669191-21-000328	11	GA
0001669191-21-000328	52	B5
0001665160-21-000392	21	MD
0001665160-21-000392	22	MA
0001665160-21-000392	23	MI
0001665160-21-000392	24	MN
0001665160-21-000392	25	MS
0001665160-21-000392	26	MO
0001665160-21-000392	27	MT
0001665160-21-000392	28	NE
0001665160-21-000392	29	NV
0001665160-21-000392	30	NH
0001665160-21-000392	31	NJ
0001665160-21-000392	32	NM
0001665160-21-000392	33	NY
0001665160-21-000392	34	NC
0001665160-21-000392	35	ND
0001665160-21-000392	36	OH
0001665160-21-000392	37	OK
0001665160-21-000392	38	OR
0001665160-21-000392	39	PA
0001665160-21-000392	40	PR
0001665160-21-000392	41	RI
0001665160-21-000392	42	SC
0001665160-21-000392	43	SD
0001665160-21-000392	44	TN
0001665160-21-000392	45	TX
0001665160-21-000392	46	UT
0001665160-21-000392	47	VT
0001665160-21-000392	48	VA
0001665160-21-000392	49	WA
0001665160-21-000392	50	WV
0001665160-21-000392	51	WI
0001665160-21-000392	52	WY
0001665160-21-000392	1	AL
0001665160-21-000392	2	AK
0001665160-21-000392	3	AZ
0001665160-21-000392	4	AR
0001665160-21-000392	5	CA
0001665160-21-000392	6	CO
0001665160-21-000392	7	CT
0001665160-21-000392	8	DC
0001665160-21-000392	9	DE
0001665160-21-000392	10	FL
0001665160-21-000392	11	GA
0001665160-21-000392	12	HI
0001665160-21-000392	13	ID
0001665160-21-000392	14	IL
0001665160-21-000392	15	IN
0001665160-21-000392	16	IA
0001665160-21-000392	17	KS
0001665160-21-000392	18	KY
0001665160-21-000392	19	LA
0001665160-21-000392	20	ME
0001666102-21-000003	39	PA
0001666102-21-000003	38	OR
0001666102-21-000003	41	RI
0001666102-21-000003	42	SC
0001666102-21-000003	43	SD
0001666102-21-000003	44	TN
0001666102-21-000003	45	TX
0001666102-21-000003	46	UT
0001666102-21-000003	47	VT
0001666102-21-000003	48	VA
0001666102-21-000003	49	WA
0001666102-21-000003	50	WV
0001666102-21-000003	51	WI
0001666102-21-000003	52	WY
0001666102-21-000003	1	AL
0001666102-21-000003	2	AK
0001666102-21-000003	3	AZ
0001666102-21-000003	4	AR
0001666102-21-000003	5	CA
0001666102-21-000003	6	CO
0001666102-21-000003	7	CT
0001666102-21-000003	8	DE
0001666102-21-000003	9	DC
0001666102-21-000003	10	FL
0001666102-21-000003	11	GA
0001666102-21-000003	12	HI
0001666102-21-000003	13	ID
0001666102-21-000003	14	IL
0001666102-21-000003	15	IN
0001666102-21-000003	16	IA
0001666102-21-000003	17	KS
0001666102-21-000003	18	KY
0001666102-21-000003	19	LA
0001666102-21-000003	20	ME
0001666102-21-000003	21	MD
0001666102-21-000003	22	MA
0001666102-21-000003	23	MI
0001666102-21-000003	24	MN
0001666102-21-000003	25	MS
0001666102-21-000003	26	MO
0001666102-21-000003	27	MT
0001666102-21-000003	28	NE
0001666102-21-000003	29	NV
0001666102-21-000003	30	NH
0001666102-21-000003	31	NJ
0001666102-21-000003	32	NM
0001666102-21-000003	33	NY
0001666102-21-000003	34	NC
0001666102-21-000003	35	ND
0001666102-21-000003	36	OH
0001666102-21-000003	37	OK
0001666102-21-000003	40	PR
0001821982-21-000001	1	AL
0001821982-21-000001	55	A2
0001821982-21-000001	3	AZ
0001821982-21-000001	4	AR
0001821982-21-000001	5	CA
0001821982-21-000001	6	CO
0001821982-21-000001	7	CT
0001821982-21-000001	8	DE
0001821982-21-000001	9	DC
0001821982-21-000001	10	FL
0001821982-21-000001	11	GA
0001821982-21-000001	18	KY
0001821982-21-000001	19	LA
0001821982-21-000001	20	ME
0001821982-21-000001	21	MD
0001821982-21-000001	22	MA
0001821982-21-000001	23	MI
0001821982-21-000001	24	MN
0001821982-21-000001	25	MS
0001821982-21-000001	26	MO
0001821982-21-000001	27	MT
0001821982-21-000001	28	NE
0001821982-21-000001	29	NV
0001821982-21-000001	30	NH
0001821982-21-000001	31	NJ
0001821982-21-000001	32	NM
0001821982-21-000001	33	NY
0001821982-21-000001	34	NC
0001821982-21-000001	35	ND
0001821982-21-000001	36	OH
0001821982-21-000001	37	OK
0001821982-21-000001	38	OR
0001821982-21-000001	39	PA
0001821982-21-000001	40	PR
0001821982-21-000001	41	RI
0001821982-21-000001	42	SC
0001821982-21-000001	43	SD
0001821982-21-000001	44	TN
0001821982-21-000001	45	TX
0001821982-21-000001	46	UT
0001821982-21-000001	47	VT
0001821982-21-000001	48	VA
0001821982-21-000001	49	WA
0001821982-21-000001	50	WV
0001821982-21-000001	51	WI
0001821982-21-000001	52	WY
0001821982-21-000001	53	A0
0001821982-21-000001	54	A1
0001821982-21-000001	56	A3
0001821982-21-000001	57	A4
0001821982-21-000001	58	A5
0001821982-21-000001	59	A6
0001821982-21-000001	60	A7
0001821982-21-000001	61	A8
0001821982-21-000001	62	A9
0001821982-21-000001	63	B0
0001821982-21-000001	64	Z4
0001821982-21-000001	12	HI
0001821982-21-000001	13	ID
0001821982-21-000001	14	IL
0001821982-21-000001	15	IN
0001821982-21-000001	16	IA
0001821982-21-000001	17	KS
0001821982-21-000001	2	AK
0001670254-21-000398	1	AL
0001670254-21-000398	2	AK
0001670254-21-000398	3	AZ
0001670254-21-000398	4	AR
0001670254-21-000398	5	CA
0001670254-21-000398	6	CO
0001670254-21-000398	7	CT
0001670254-21-000398	8	DE
0001670254-21-000398	9	DC
0001670254-21-000398	10	FL
0001670254-21-000398	11	GA
0001670254-21-000398	12	HI
0001670254-21-000398	13	ID
0001670254-21-000398	14	IL
0001670254-21-000398	15	IN
0001670254-21-000398	16	IA
0001670254-21-000398	17	KS
0001670254-21-000398	18	KY
0001670254-21-000398	19	LA
0001670254-21-000398	20	ME
0001670254-21-000398	21	MD
0001670254-21-000398	22	MA
0001670254-21-000398	23	MI
0001670254-21-000398	24	MN
0001670254-21-000398	25	MS
0001670254-21-000398	26	MO
0001670254-21-000398	27	MT
0001670254-21-000398	28	NE
0001670254-21-000398	29	NV
0001670254-21-000398	30	NH
0001670254-21-000398	31	NJ
0001670254-21-000398	32	NM
0001670254-21-000398	33	NY
0001670254-21-000398	34	NC
0001670254-21-000398	35	ND
0001670254-21-000398	36	OH
0001670254-21-000398	37	OK
0001670254-21-000398	38	OR
0001670254-21-000398	39	PA
0001670254-21-000398	40	RI
0001670254-21-000398	41	SC
0001670254-21-000398	42	SD
0001670254-21-000398	43	TN
0001670254-21-000398	44	TX
0001670254-21-000398	45	UT
0001670254-21-000398	46	VT
0001670254-21-000398	47	VA
0001670254-21-000398	54	PR
0001670254-21-000398	55	VI
0001670254-21-000398	56	1V
0001670254-21-000398	48	WA
0001670254-21-000398	49	WV
0001670254-21-000398	50	WI
0001670254-21-000398	51	WY
0001670254-21-000398	52	B5
0001670254-21-000398	53	GU
0001670254-21-000397	1	AL
0001670254-21-000397	56	1V
0001670254-21-000397	3	AZ
0001670254-21-000397	4	AR
0001670254-21-000397	5	CA
0001670254-21-000397	6	CO
0001670254-21-000397	7	CT
0001670254-21-000397	8	DE
0001670254-21-000397	9	DC
0001670254-21-000397	10	FL
0001670254-21-000397	11	GA
0001670254-21-000397	12	HI
0001670254-21-000397	13	ID
0001670254-21-000397	14	IL
0001670254-21-000397	15	IN
0001670254-21-000397	16	IA
0001670254-21-000397	17	KS
0001670254-21-000397	18	KY
0001670254-21-000397	19	LA
0001670254-21-000397	20	ME
0001670254-21-000397	21	MD
0001670254-21-000397	22	MA
0001670254-21-000397	23	MI
0001670254-21-000397	24	MN
0001670254-21-000397	25	MS
0001670254-21-000397	26	MO
0001670254-21-000397	27	MT
0001670254-21-000397	28	NE
0001670254-21-000397	29	NV
0001670254-21-000397	30	NH
0001670254-21-000397	31	NJ
0001670254-21-000397	32	NM
0001670254-21-000397	33	NY
0001670254-21-000397	34	NC
0001670254-21-000397	35	ND
0001670254-21-000397	36	OH
0001670254-21-000397	37	OK
0001670254-21-000397	38	OR
0001670254-21-000397	39	PA
0001670254-21-000397	40	RI
0001670254-21-000397	41	SC
0001670254-21-000397	42	SD
0001670254-21-000397	43	TN
0001670254-21-000397	44	TX
0001670254-21-000397	45	UT
0001670254-21-000397	46	VT
0001670254-21-000397	47	VA
0001670254-21-000397	48	WA
0001670254-21-000397	49	WV
0001670254-21-000397	50	WI
0001670254-21-000397	51	WY
0001670254-21-000397	52	B5
0001670254-21-000397	53	GU
0001670254-21-000397	54	PR
0001670254-21-000397	55	VI
0001670254-21-000397	2	AK
0001795615-21-000001	19	LA
0001795615-21-000001	12	HI
0001795615-21-000001	21	MD
0001795615-21-000001	22	MA
0001795615-21-000001	23	MI
0001795615-21-000001	24	MN
0001795615-21-000001	25	MS
0001795615-21-000001	26	MO
0001795615-21-000001	27	MT
0001795615-21-000001	28	NE
0001795615-21-000001	29	NV
0001795615-21-000001	30	NH
0001795615-21-000001	31	NJ
0001795615-21-000001	32	NM
0001795615-21-000001	33	NY
0001795615-21-000001	34	NC
0001795615-21-000001	35	ND
0001795615-21-000001	36	OH
0001795615-21-000001	37	OK
0001795615-21-000001	38	OR
0001795615-21-000001	39	PA
0001795615-21-000001	40	PR
0001795615-21-000001	41	RI
0001795615-21-000001	42	SC
0001795615-21-000001	43	SD
0001795615-21-000001	44	TN
0001795615-21-000001	45	TX
0001795615-21-000001	46	UT
0001795615-21-000001	47	VT
0001795615-21-000001	48	VA
0001795615-21-000001	49	WA
0001795615-21-000001	50	WV
0001795615-21-000001	51	WI
0001795615-21-000001	52	WY
0001795615-21-000001	53	A0
0001795615-21-000001	54	A1
0001795615-21-000001	55	A2
