ACCESSION_NUMBER	ID	ISSUEJURISDICTIONSECUROFFERING
0001665160-21-001764	6	CO
0001665160-21-001764	7	CT
0001665160-21-001764	8	DC
0001665160-21-001764	9	DE
0001665160-21-001764	10	FL
0001665160-21-001764	11	GA
0001665160-21-001764	12	HI
0001665160-21-001764	13	ID
0001665160-21-001764	14	IL
0001665160-21-001764	15	IN
0001665160-21-001764	16	IA
0001665160-21-001764	17	KS
0001665160-21-001764	18	KY
0001665160-21-001764	19	LA
0001665160-21-001764	20	ME
0001665160-21-001764	21	MD
0001665160-21-001764	22	MA
0001665160-21-001764	23	MI
0001665160-21-001764	24	MN
0001665160-21-001764	25	MS
0001665160-21-001764	26	MO
0001665160-21-001764	27	MT
0001665160-21-001764	28	NE
0001665160-21-001764	29	NV
0001665160-21-001764	30	NH
0001665160-21-001764	31	NJ
0001665160-21-001764	33	NY
0001665160-21-001764	34	NC
0001665160-21-001764	35	ND
0001665160-21-001764	36	OH
0001665160-21-001764	37	OK
0001665160-21-001764	38	OR
0001665160-21-001764	40	PR
0001670254-21-001099	1	AL
0001670254-21-001099	2	AK
0001670254-21-001099	3	AZ
0001670254-21-001099	4	AR
0001670254-21-001099	5	CA
0001670254-21-001099	6	CO
0001670254-21-001099	7	CT
0001670254-21-001099	8	DE
0001670254-21-001099	9	DC
0001670254-21-001099	10	FL
0001670254-21-001099	11	GA
0001670254-21-001099	12	HI
0001670254-21-001099	13	ID
0001670254-21-001099	14	IL
0001670254-21-001099	15	IN
0001670254-21-001099	16	IA
0001670254-21-001099	17	KS
0001670254-21-001099	18	KY
0001670254-21-001099	19	LA
0001670254-21-001099	20	ME
0001670254-21-001099	21	MD
0001670254-21-001099	22	MA
0001670254-21-001099	23	MI
0001670254-21-001099	24	MN
0001670254-21-001099	25	MS
0001670254-21-001099	26	MO
0001670254-21-001099	27	MT
0001670254-21-001099	28	NE
0001670254-21-001099	29	NV
0001670254-21-001099	30	NH
0001670254-21-001099	31	NJ
0001670254-21-001099	32	NM
0001670254-21-001099	33	NY
0001670254-21-001099	34	NC
0001670254-21-001099	35	ND
0001670254-21-001099	36	OH
0001670254-21-001099	37	OK
0001670254-21-001099	38	OR
0001670254-21-001099	39	PA
0001670254-21-001099	40	RI
0001670254-21-001099	41	SC
0001670254-21-001099	42	SD
0001670254-21-001099	43	TN
0001670254-21-001099	44	TX
0001670254-21-001099	45	UT
0001670254-21-001099	46	VT
0001670254-21-001099	47	VA
0001670254-21-001099	48	WA
0001670254-21-001099	49	WV
0001670254-21-001099	50	WI
0001670254-21-001099	51	WY
0001670254-21-001099	52	B5
0001670254-21-001099	53	GU
0001670254-21-001099	54	PR
0001670254-21-001099	55	VI
0001670254-21-001099	56	1V
0001665160-21-001763	20	ME
0001665160-21-001763	19	LA
0001665160-21-001763	29	NV
0001665160-21-001763	30	NH
0001665160-21-001763	31	NJ
0001665160-21-001763	32	NM
0001665160-21-001763	33	NY
0001665160-21-001763	34	NC
0001665160-21-001763	35	ND
0001665160-21-001763	36	OH
0001665160-21-001763	37	OK
0001665160-21-001763	38	OR
0001665160-21-001763	39	PA
0001665160-21-001763	40	PR
0001665160-21-001763	41	RI
0001665160-21-001763	42	SC
0001665160-21-001763	43	SD
0001665160-21-001763	44	TN
0001665160-21-001763	45	TX
0001665160-21-001763	46	UT
0001665160-21-001763	47	VT
0001665160-21-001763	48	VA
0001665160-21-001763	49	WA
0001665160-21-001763	50	WV
0001665160-21-001763	51	WI
0001665160-21-001763	52	WY
0001665160-21-001763	21	MD
0001665160-21-001763	22	MA
0001665160-21-001763	23	MI
0001665160-21-001763	24	MN
0001665160-21-001763	25	MS
0001665160-21-001763	26	MO
0001665160-21-001763	27	MT
0001665160-21-001763	1	AL
0001665160-21-001763	2	AK
0001665160-21-001763	3	AZ
0001665160-21-001763	4	AR
0001665160-21-001763	5	CA
0001665160-21-001763	6	CO
0001665160-21-001763	7	CT
0001665160-21-001763	8	DC
0001665160-21-001763	9	DE
0001665160-21-001763	10	FL
0001665160-21-001763	11	GA
0001665160-21-001763	12	HI
0001665160-21-001763	13	ID
0001665160-21-001763	14	IL
0001665160-21-001763	15	IN
0001665160-21-001763	16	IA
0001665160-21-001763	17	KS
0001665160-21-001763	18	KY
0001665160-21-001763	28	NE
0001665160-21-001754	28	NE
0001665160-21-001754	52	WY
0001665160-21-001754	30	NH
0001665160-21-001754	31	NJ
0001665160-21-001754	32	NM
0001665160-21-001754	33	NY
0001665160-21-001754	34	NC
0001665160-21-001754	35	ND
0001665160-21-001754	36	OH
0001665160-21-001754	37	OK
0001665160-21-001754	38	OR
0001665160-21-001754	39	PA
0001665160-21-001754	40	PR
0001665160-21-001754	41	RI
0001665160-21-001754	42	SC
0001665160-21-001754	43	SD
0001665160-21-001754	44	TN
0001665160-21-001754	45	TX
0001665160-21-001754	46	UT
0001665160-21-001754	47	VT
0001665160-21-001754	48	VA
0001665160-21-001754	1	AL
0001665160-21-001754	2	AK
0001665160-21-001754	3	AZ
0001665160-21-001754	4	AR
0001665160-21-001754	5	CA
0001665160-21-001754	6	CO
0001665160-21-001754	7	CT
0001665160-21-001754	8	DC
0001665160-21-001754	9	DE
0001665160-21-001754	10	FL
0001665160-21-001754	11	GA
0001665160-21-001754	12	HI
0001665160-21-001754	13	ID
0001665160-21-001754	14	IL
0001665160-21-001754	15	IN
0001665160-21-001754	16	IA
0001665160-21-001754	17	KS
0001665160-21-001754	18	KY
0001665160-21-001754	19	LA
0001665160-21-001754	20	ME
0001665160-21-001754	21	MD
0001665160-21-001754	22	MA
0001665160-21-001754	23	MI
0001665160-21-001754	24	MN
0001665160-21-001754	25	MS
0001665160-21-001754	26	MO
0001665160-21-001754	27	MT
0001665160-21-001754	49	WA
0001665160-21-001754	50	WV
0001665160-21-001754	51	WI
0001665160-21-001754	29	NV
0001665160-21-001751	9	DE
0001665160-21-001751	52	WY
0001665160-21-001751	11	GA
0001665160-21-001751	12	HI
0001665160-21-001751	13	ID
0001665160-21-001751	14	IL
0001665160-21-001751	15	IN
0001665160-21-001751	1	AL
0001665160-21-001751	2	AK
0001665160-21-001751	3	AZ
0001665160-21-001751	4	AR
0001665160-21-001751	5	CA
0001665160-21-001751	6	CO
0001665160-21-001751	7	CT
0001665160-21-001751	8	DC
0001665160-21-001751	16	IA
0001665160-21-001751	17	KS
0001665160-21-001751	18	KY
0001665160-21-001751	19	LA
0001665160-21-001751	20	ME
0001665160-21-001751	21	MD
0001665160-21-001751	22	MA
0001665160-21-001751	23	MI
0001665160-21-001751	24	MN
0001665160-21-001751	25	MS
0001665160-21-001751	26	MO
0001665160-21-001751	27	MT
0001665160-21-001751	28	NE
0001665160-21-001751	29	NV
0001665160-21-001751	30	NH
0001665160-21-001751	31	NJ
0001665160-21-001751	32	NM
0001665160-21-001751	33	NY
0001665160-21-001751	34	NC
0001665160-21-001751	35	ND
0001665160-21-001751	36	OH
0001665160-21-001751	37	OK
0001665160-21-001751	38	OR
0001665160-21-001751	39	PA
0001665160-21-001751	40	PR
0001665160-21-001751	41	RI
0001665160-21-001751	42	SC
0001665160-21-001751	43	SD
0001665160-21-001751	44	TN
0001665160-21-001751	45	TX
0001665160-21-001751	46	UT
0001665160-21-001751	47	VT
0001665160-21-001751	48	VA
0001665160-21-001751	49	WA
0001665160-21-001751	50	WV
0001665160-21-001751	51	WI
0001665160-21-001751	10	FL
0001669191-21-000985	32	NM
0001669191-21-000985	33	NY
0001669191-21-000985	34	NC
0001669191-21-000985	35	ND
0001669191-21-000985	36	OH
0001669191-21-000985	37	OK
0001669191-21-000985	38	OR
0001669191-21-000985	1	AL
0001669191-21-000985	2	AK
0001669191-21-000985	3	AZ
0001669191-21-000985	4	AR
0001669191-21-000985	5	CA
0001669191-21-000985	6	CO
0001669191-21-000985	7	CT
0001669191-21-000985	8	DE
0001669191-21-000985	9	DC
0001669191-21-000985	10	FL
0001669191-21-000985	11	GA
0001669191-21-000985	12	HI
0001669191-21-000985	13	ID
0001669191-21-000985	14	IL
0001669191-21-000985	15	IN
0001669191-21-000985	16	IA
0001669191-21-000985	17	KS
0001669191-21-000985	18	KY
0001669191-21-000985	19	LA
0001669191-21-000985	20	ME
0001669191-21-000985	21	MD
0001669191-21-000985	22	MA
0001669191-21-000985	23	MI
0001669191-21-000985	24	MN
0001669191-21-000985	25	MS
0001669191-21-000985	26	MO
0001669191-21-000985	27	MT
0001669191-21-000985	28	NE
0001669191-21-000985	29	NV
0001669191-21-000985	30	NH
0001669191-21-000985	31	NJ
0001669191-21-000985	39	PA
0001669191-21-000985	40	RI
0001669191-21-000985	41	SC
0001669191-21-000985	42	SD
0001669191-21-000985	43	TN
0001669191-21-000985	44	TX
0001669191-21-000985	45	UT
0001669191-21-000985	46	VT
0001669191-21-000985	47	VA
0001669191-21-000985	48	WA
0001669191-21-000985	49	WV
0001669191-21-000985	50	WI
0001669191-21-000985	51	WY
0001669191-21-000985	52	B5
0001669191-21-000985	53	GU
0001669191-21-000985	54	1V
0001669191-21-000985	55	PR
0001669191-21-000985	56	VI
0001665160-21-001749	24	MN
0001665160-21-001749	52	WY
0001665160-21-001749	26	MO
0001665160-21-001749	27	MT
0001665160-21-001749	28	NE
0001665160-21-001749	1	AL
0001665160-21-001749	2	AK
0001665160-21-001749	3	AZ
0001665160-21-001749	4	AR
0001665160-21-001749	5	CA
0001665160-21-001749	6	CO
0001665160-21-001749	7	CT
0001665160-21-001749	8	DC
0001665160-21-001749	9	DE
0001665160-21-001749	10	FL
0001665160-21-001749	11	GA
0001665160-21-001749	12	HI
0001665160-21-001749	13	ID
0001665160-21-001749	14	IL
0001665160-21-001749	15	IN
0001665160-21-001749	16	IA
0001665160-21-001749	17	KS
0001665160-21-001749	18	KY
0001665160-21-001749	19	LA
0001665160-21-001749	20	ME
0001665160-21-001749	21	MD
0001665160-21-001749	22	MA
0001665160-21-001749	23	MI
0001665160-21-001749	29	NV
0001665160-21-001749	30	NH
0001665160-21-001749	31	NJ
0001665160-21-001749	32	NM
0001665160-21-001749	33	NY
0001665160-21-001749	34	NC
0001665160-21-001749	35	ND
0001665160-21-001749	36	OH
0001665160-21-001749	37	OK
0001665160-21-001749	38	OR
0001665160-21-001749	39	PA
0001665160-21-001749	40	PR
0001665160-21-001749	41	RI
0001665160-21-001749	42	SC
0001665160-21-001749	43	SD
0001665160-21-001749	44	TN
0001665160-21-001749	45	TX
0001665160-21-001749	46	UT
0001665160-21-001749	47	VT
0001665160-21-001749	48	VA
0001665160-21-001749	49	WA
0001665160-21-001749	50	WV
0001665160-21-001749	51	WI
0001665160-21-001749	25	MS
0001665160-21-001747	18	KY
0001665160-21-001747	19	LA
0001665160-21-001747	20	ME
0001665160-21-001747	21	MD
0001665160-21-001747	22	MA
0001665160-21-001747	23	MI
0001665160-21-001747	24	MN
0001665160-21-001747	25	MS
0001665160-21-001747	26	MO
0001665160-21-001747	27	MT
0001665160-21-001747	28	NE
0001665160-21-001747	29	NV
0001665160-21-001747	30	NH
0001665160-21-001747	31	NJ
0001665160-21-001747	32	NM
0001665160-21-001747	33	NY
0001665160-21-001747	34	NC
0001665160-21-001747	35	ND
0001665160-21-001747	36	OH
0001665160-21-001747	37	OK
0001665160-21-001747	38	OR
0001665160-21-001747	39	PA
0001665160-21-001747	40	PR
0001665160-21-001747	41	RI
0001665160-21-001747	42	SC
0001665160-21-001747	43	SD
0001665160-21-001747	44	TN
0001665160-21-001747	45	TX
0001665160-21-001747	46	UT
0001665160-21-001747	47	VT
0001665160-21-001747	48	VA
0001665160-21-001747	49	WA
0001665160-21-001747	50	WV
0001665160-21-001747	51	WI
0001665160-21-001747	52	WY
0001665160-21-001747	1	AL
0001665160-21-001747	2	AK
0001665160-21-001747	3	AZ
0001665160-21-001747	4	AR
0001665160-21-001747	5	CA
0001665160-21-001747	6	CO
0001665160-21-001747	7	CT
0001665160-21-001747	8	DC
0001665160-21-001747	9	DE
0001665160-21-001747	10	FL
0001665160-21-001747	11	GA
0001665160-21-001747	12	HI
0001665160-21-001747	13	ID
0001665160-21-001747	14	IL
0001665160-21-001747	15	IN
0001665160-21-001747	16	IA
0001665160-21-001747	17	KS
0001746059-21-000482	4	AR
0001746059-21-000482	52	WY
0001746059-21-000482	6	CO
0001746059-21-000482	7	CT
0001746059-21-000482	8	DE
0001746059-21-000482	9	DC
0001746059-21-000482	10	FL
0001746059-21-000482	11	GA
0001746059-21-000482	12	HI
0001746059-21-000482	13	ID
0001746059-21-000482	14	IL
0001746059-21-000482	15	IN
0001746059-21-000482	16	IA
0001746059-21-000482	17	KS
0001746059-21-000482	18	KY
0001746059-21-000482	19	LA
0001746059-21-000482	20	ME
0001746059-21-000482	21	MD
0001746059-21-000482	22	MA
0001746059-21-000482	23	MI
0001746059-21-000482	24	MN
0001746059-21-000482	1	AL
0001746059-21-000482	2	AK
0001746059-21-000482	3	AZ
0001746059-21-000482	25	MS
0001746059-21-000482	26	MO
0001746059-21-000482	27	MT
0001746059-21-000482	28	NE
0001746059-21-000482	29	NV
0001746059-21-000482	30	NH
0001746059-21-000482	31	NJ
0001746059-21-000482	32	NM
0001746059-21-000482	33	NY
0001746059-21-000482	34	NC
0001746059-21-000482	35	ND
0001746059-21-000482	36	OH
0001746059-21-000482	37	OK
0001746059-21-000482	38	OR
0001746059-21-000482	39	PA
0001746059-21-000482	40	PR
0001746059-21-000482	41	RI
0001746059-21-000482	42	SC
0001746059-21-000482	43	SD
0001746059-21-000482	44	TN
0001746059-21-000482	45	TX
0001746059-21-000482	46	UT
0001746059-21-000482	47	VT
0001746059-21-000482	48	VA
0001746059-21-000482	49	WA
0001746059-21-000482	50	WV
0001746059-21-000482	51	WI
0001746059-21-000482	5	CA
0001665160-21-001743	28	NE
0001665160-21-001743	29	NV
0001665160-21-001743	30	NH
0001665160-21-001743	31	NJ
0001665160-21-001743	32	NM
0001665160-21-001743	33	NY
0001665160-21-001743	34	NC
0001665160-21-001743	35	ND
0001665160-21-001743	36	OH
0001665160-21-001743	1	AL
0001665160-21-001743	2	AK
0001665160-21-001743	3	AZ
0001665160-21-001743	4	AR
0001665160-21-001743	5	CA
0001665160-21-001743	6	CO
0001665160-21-001743	7	CT
0001665160-21-001743	8	DC
0001665160-21-001743	9	DE
0001665160-21-001743	10	FL
0001665160-21-001743	11	GA
0001665160-21-001743	12	HI
0001665160-21-001743	13	ID
0001665160-21-001743	14	IL
0001665160-21-001743	15	IN
0001665160-21-001743	37	OK
0001665160-21-001743	38	OR
0001665160-21-001743	39	PA
0001665160-21-001743	40	PR
0001665160-21-001743	41	RI
0001665160-21-001743	42	SC
0001665160-21-001743	43	SD
0001665160-21-001743	44	TN
0001665160-21-001743	45	TX
0001665160-21-001743	46	UT
0001665160-21-001743	47	VT
0001665160-21-001743	48	VA
0001665160-21-001743	49	WA
0001665160-21-001743	50	WV
0001665160-21-001743	51	WI
0001665160-21-001743	52	WY
0001665160-21-001743	16	IA
0001665160-21-001743	17	KS
0001665160-21-001743	18	KY
0001665160-21-001743	19	LA
0001665160-21-001743	20	ME
0001665160-21-001743	21	MD
0001665160-21-001743	22	MA
0001665160-21-001743	23	MI
0001665160-21-001743	24	MN
0001665160-21-001743	25	MS
0001665160-21-001743	26	MO
0001665160-21-001743	27	MT
0001665160-21-001740	44	TN
0001665160-21-001740	43	SD
0001665160-21-001740	46	UT
0001665160-21-001740	47	VT
0001665160-21-001740	48	VA
0001665160-21-001740	49	WA
0001665160-21-001740	50	WV
0001665160-21-001740	51	WI
0001665160-21-001740	52	WY
0001665160-21-001740	1	AL
0001665160-21-001740	2	AK
0001665160-21-001740	3	AZ
0001665160-21-001740	4	AR
0001665160-21-001740	5	CA
0001665160-21-001740	6	CO
0001665160-21-001740	7	CT
0001665160-21-001740	8	DC
0001665160-21-001740	9	DE
0001665160-21-001740	10	FL
0001665160-21-001740	11	GA
0001665160-21-001740	12	HI
0001665160-21-001740	13	ID
0001665160-21-001740	14	IL
0001665160-21-001740	15	IN
0001665160-21-001740	16	IA
0001665160-21-001740	17	KS
0001665160-21-001740	18	KY
0001665160-21-001740	19	LA
0001665160-21-001740	20	ME
0001665160-21-001740	21	MD
0001665160-21-001740	22	MA
0001665160-21-001740	23	MI
0001665160-21-001740	24	MN
0001665160-21-001740	25	MS
0001665160-21-001740	26	MO
0001665160-21-001740	27	MT
0001665160-21-001740	28	NE
0001665160-21-001740	29	NV
0001665160-21-001740	30	NH
0001665160-21-001740	31	NJ
0001665160-21-001740	32	NM
0001665160-21-001740	33	NY
0001665160-21-001740	34	NC
0001665160-21-001740	35	ND
0001665160-21-001740	36	OH
0001665160-21-001740	37	OK
0001665160-21-001740	38	OR
0001665160-21-001740	39	PA
0001665160-21-001740	40	PR
0001665160-21-001740	41	RI
0001665160-21-001740	42	SC
0001665160-21-001740	45	TX
0001665160-21-001739	32	NM
0001665160-21-001739	31	NJ
0001665160-21-001739	34	NC
0001665160-21-001739	35	ND
0001665160-21-001739	36	OH
0001665160-21-001739	37	OK
0001665160-21-001739	38	OR
0001665160-21-001739	39	PA
0001665160-21-001739	40	PR
0001665160-21-001739	41	RI
0001665160-21-001739	42	SC
0001665160-21-001739	43	SD
0001665160-21-001739	44	TN
0001665160-21-001739	45	TX
0001665160-21-001739	46	UT
0001665160-21-001739	47	VT
0001665160-21-001739	48	VA
0001665160-21-001739	49	WA
0001665160-21-001739	50	WV
0001665160-21-001739	51	WI
0001665160-21-001739	52	WY
0001665160-21-001739	1	AL
0001665160-21-001739	2	AK
0001665160-21-001739	3	AZ
0001665160-21-001739	4	AR
0001665160-21-001739	5	CA
0001665160-21-001739	6	CO
0001665160-21-001739	7	CT
0001665160-21-001739	8	DC
0001665160-21-001739	9	DE
0001665160-21-001739	10	FL
0001665160-21-001739	11	GA
0001665160-21-001739	12	HI
0001665160-21-001739	13	ID
0001665160-21-001739	14	IL
0001665160-21-001739	15	IN
0001665160-21-001739	16	IA
0001665160-21-001739	17	KS
0001665160-21-001739	18	KY
0001665160-21-001739	19	LA
0001665160-21-001739	20	ME
0001665160-21-001739	21	MD
0001665160-21-001739	22	MA
0001665160-21-001739	23	MI
0001665160-21-001739	24	MN
0001665160-21-001739	25	MS
0001665160-21-001739	26	MO
0001665160-21-001739	27	MT
0001665160-21-001739	28	NE
0001665160-21-001739	29	NV
0001665160-21-001739	30	NH
0001665160-21-001739	33	NY
0001665160-21-001735	39	PA
0001665160-21-001735	40	PR
0001670254-21-001089	1	AL
0001670254-21-001089	2	AK
0001670254-21-001089	3	AZ
0001670254-21-001089	4	AR
0001670254-21-001089	5	CA
0001670254-21-001089	6	CO
0001670254-21-001089	7	CT
0001670254-21-001089	8	DE
0001670254-21-001089	9	DC
0001670254-21-001089	10	FL
0001665160-21-001735	41	RI
0001665160-21-001735	42	SC
0001665160-21-001735	43	SD
0001665160-21-001735	44	TN
0001665160-21-001735	45	TX
0001665160-21-001735	46	UT
0001665160-21-001735	47	VT
0001665160-21-001735	48	VA
0001665160-21-001735	49	WA
0001665160-21-001735	50	WV
0001665160-21-001735	51	WI
0001665160-21-001735	52	WY
0001670254-21-001093	55	VI
