ACCESSION_NUMBER	ID	ISEDGARFILER	COISSUERCIK	NAMEOFCOISSUER	LEGALSTATUSFORM	LEGALSTATUSOTHERDESC	JURISDICTIONORGANIZATION	DATEINCORPORATION	STREET1	STREET2	CITY	STATEORCOUNTRY	ZIPCODE	COISSUERWEBSITE
0001670254-21-001414	2			The Tale of Nicky Newark I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001414	1			The Tale of Nicky Newark I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001407	2			DriveMind Inc. I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001407	1			DriveMind Inc. I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001416	1			Fan Owned Club I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	16-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001410	1			Culineer I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	20-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001410	2			Culineer I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	20-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001403	1			Navisyo  I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001403	2			Navisyo  I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001398	2			LeanMed I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	20-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001398	1			LeanMed I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	20-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001396	1			Telebionix I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	12-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001394	1			Wine RayZyn Company I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	16-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001392	1			Boseco I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	16-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001392	2			Boseco I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	16-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001390	2			Yocal I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	16-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001390	1			Yocal I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	16-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001388	2			Island Savoy Market I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	16-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001388	1			Island Savoy Market I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	16-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001386	1			Vitalize Angels Lunch I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	15-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001384	2			GrassTB I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	07-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001382	2			GoBeep I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	15-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001384	1			GrassTB I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	07-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001382	1			GoBeep I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	15-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001377	2			Golden Moon Distillery I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	14-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001377	1			Golden Moon Distillery I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	14-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001375	1			Vitalize Angels AIRIA I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	14-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001373	2			Humbleroots Apothecary I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	13-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001369	2			CoPeace I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	10-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001371	1			NXT Water I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	22-JUN-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001369	1			CoPeace I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	10-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001373	1			Humbleroots Apothecary I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	13-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001365	2			Flip Group Limited I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	13-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001365	1			Flip Group Limited I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	13-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001360	1			The Worthy Company I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	10-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001360	2			The Worthy Company I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	10-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001357	2			Street Food I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	10-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001357	1			Street Food I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	10-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001362	1			Main Street Phoenix Workers Co-op I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	08-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001356	1			ThisWay Global I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	09-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001353	2			Sell.app I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001353	1			Sell.app I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001780439-21-000019	1			Rockval Crowd Value-Add Fund I, Inc.	Corporation		DE	10-JUN-2021	31 Datura St.	Suite 200	West Palm Beach	FL	33401	
0001670254-21-001351	2			TTC Oncology I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001350	1			Firebrand Artisan Breads I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001348	2			SportBLX I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001348	1			SportBLX I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001351	1			TTC Oncology I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001345	2			Hound I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001345	1			Hound I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001339	1			Pace Diagnostics I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	02-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001341	1			MxG Fiber I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	29-JUN-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001341	2			MxG Fiber I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	29-JUN-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001343	2			Parknav I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	02-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001343	1			Parknav I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	02-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001339	2			Pace Diagnostics I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	02-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001644600-21-000137	1			Cosmic Shielding CF SPV, LLC	Limited Liability Company		DE	09-JUL-2021	395 Central Park Pl NE	Unit 340	Atlanta	GA	30312	www.cosmicshielding.com
0001670254-21-001337	1			Sen-Jam Pharmaceutical I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	01-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001337	2			Sen-Jam Pharmaceutical I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	01-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001335	1			ReelwUrld I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	01-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001335	2			ReelwUrld I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	01-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001644600-21-000136	1			Exo-Space CF SPV, LLC	Limited Liability Company		DE	09-MAR-2021	484 E California Blvd.		Pasadena	CA	91106	www.exo-space.com
0001670254-21-001331	1			Forever Home Movie I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	10-AUG-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001333	1			Untapped Global I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	30-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001329	2			PADL I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	30-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001329	1			PADL I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	30-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001821982-21-000016	1			Bricolage Dynamics RegCF SPV 2021, LLC	Limited Liability Company		DE	14-OCT-2021	120 Rockbridge Ct.		Liberty	SC	29657	
0001670254-21-001324	1			Lil' Libros I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	29-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001326	2			RYSE USA I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	29-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001326	1			RYSE USA I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	29-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001323	2			Nwicode I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	22-JUN-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001323	1			Nwicode I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	22-JUN-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001321	1			Xoca I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	22-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001321	2			Xoca I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	22-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001319	2			Verve I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	18-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001319	1			Verve I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	18-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001317	2			iMorph I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	19-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001317	1			iMorph I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	19-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001316	2			DropKey I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	17-SEP-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001316	1			DropKey I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	17-SEP-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001314	1			Adaptyv Biosystems I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	22-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001312	1			Doorvest I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	18-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001310	1			Doorvest I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	18-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001308	1			Runner City I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	17-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001309	1			Runner City I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	17-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001306	1			Runner City I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	17-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001304	1			Armslock I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	12-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001304	2			Armslock I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	12-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001302	1			GameApart I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	16-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001302	2			GameApart I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	16-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001297	1			SolarGaps I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	15-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001301	1			Planetarians I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	25-AUG-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001297	2			SolarGaps I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	15-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001295	2			Centers For Age Control I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	11-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001295	1			Centers For Age Control I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	11-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001299	1			Woobie I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	11-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001293	2			Camdog I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	15-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001293	1			Camdog I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	15-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001291	2			Noble Story I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	12-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001291	1			Noble Story I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	12-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001289	2			Khal I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	12-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001289	1			Khal I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	12-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001287	2			EX Venture I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	09-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001287	1			EX Venture I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	09-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001285	1			Petal I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	01-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001285	2			Petal I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	01-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001282	1			MeetEm.com I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	22-OCT-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001282	2			MeetEm.com I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	22-OCT-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001280	2			Icarus RT I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-SEP-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001280	1			Icarus RT I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-SEP-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001279	2			Tap Systems I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	02-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001279	1			Tap Systems I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	02-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001278	1			ProCanna I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	10-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001277	1			Talino Venture Labs I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-OCT-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001277	2			Talino Venture Labs I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-OCT-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001275	2			BunnyMoney I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	08-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001275	1			BunnyMoney I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	08-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001274	2			Stonks Trading, Inc. I I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	08-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001274	1			Stonks Trading, Inc. I I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	08-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001780439-21-000017	1			Rockval Crowd Value-Add Fund 1, Inc	Corporation		DE	10-JUN-2021	31 Datura St.	Suite 200	West Palm Beach	FL	33401	www.rockval.com
0001670254-21-001270	1			Voi I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	12-AUG-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001270	2			Voi I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	12-AUG-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001269	2			MySwimPro I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	08-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001269	1			MySwimPro I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	08-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001268	1			Solstar Space Company I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	05-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001268	2			Solstar Space Company I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	05-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001780439-21-000016	1			Rockval Crowd Value-Add Fund 1, Inc	Corporation		DE	10-JUN-2021	31 Datura St.	Suite 200	West Palm Beach	FL	33401	www.rockval.com
0001670254-21-001266	1			HeartFoods I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	04-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001265	1			Sparrow I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	22-JUL-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001265	2			Sparrow I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	22-JUL-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-21-001264	2			Tap Systems I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	02-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
