ACCESSION_NUMBER	ID	ISEDGARFILER	COISSUERCIK	NAMEOFCOISSUER	LEGALSTATUSFORM	LEGALSTATUSOTHERDESC	JURISDICTIONORGANIZATION	DATEINCORPORATION	STREET1	STREET2	CITY	STATEORCOUNTRY	ZIPCODE	COISSUERWEBSITE
0001670254-23-000180	2			Iron Lilly I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	24-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000177	1			GoodDoctorBadDoctor I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	24-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000177	2			GoodDoctorBadDoctor I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	24-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000171	1			WithCo I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	24-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000169	1			Betterhalf  I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	24-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000167	1			Staax I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	24-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000166	1			SEANCE Film II, a series of Wefunder SPV, LLC	Limited Liability Company		DE	23-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000161	2			Zero Carbon Inc. III EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	22-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000161	1			Zero Carbon Inc. III, a series of Wefunder SPV, LLC	Limited Liability Company		DE	22-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000159	1			Loosid I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	22-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000159	2			Loosid I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	22-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000157	1			Happi I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000141	1			ProCloudSaaS I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	17-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000145	1			Otherweb I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	17-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000145	2			Otherweb I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	17-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000147	1			Three Years Gone I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	15-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000153	1			Cornbread Hemp II, a series of Wefunder SPV, LLC	Limited Liability Company		DE	17-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000143	1			Meta-Brain Labs I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	14-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000143	2			Meta-Brain Labs I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	14-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000151	1			Knowtify I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	17-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000151	2			Knowtify I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	17-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000147	2			Three Years Gone I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	15-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000137	1			Loop I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	17-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000137	2			Loop I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	17-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001821982-23-000002	1			North Cove Crowdfunding SPV, LLC	Limited Liability Company		NC	07-APR-2022	210 Blue Ridge Dr. N.		Marion	NC	28752	
0001670254-23-000132	1			Brick Work II, a series of Wefunder SPV, LLC	Limited Liability Company		DE	16-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000130	1			Ovenly I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	16-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000128	1			The Smart Tire Company II, a series of Wefunder SPV, LLC	Limited Liability Company		DE	16-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000128	2			The Smart Tire Company II EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	16-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000124	1			Beyond Imagination I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	10-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000124	2			Beyond Imagination I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	10-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000117	1			NpCloud Solutions I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	14-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000117	2			NpCloud Solutions I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	14-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000119	2			Rayton I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	14-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000119	1			Rayton I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	14-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000121	1			Fathom I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	22-SEP-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000115	1			Impakt I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	30-JAN-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000109	2			Called Higher Studios I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	18-OCT-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000109	1			Called Higher Studios I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	18-OCT-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000108	1			VitalFlo I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	31-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000107	2			MTailor I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	29-SEP-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000107	1			MTailor I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	29-SEP-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000101	1			Daniel House Club I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	10-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000105	2			2 Row Brewing I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	10-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000105	1			2 Row Brewing I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	10-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000101	2			Daniel House Club I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	10-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000097	1			TruKno I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	09-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000097	2			TruKno I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	09-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000095	1			KD New York I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	09-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000099	2			Momentor I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	09-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000094	1			Ron Artesano I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	09-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000099	1			Momentor I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	09-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000095	2			KD New York I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	09-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000087	1			MCARTech I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	08-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000091	2			Osena I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	08-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000091	1			Osena I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	08-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000085	1			Raise Green I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000085	2			Raise Green I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000083	1			Dotwav I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	07-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001853669-23-000002	1			CurlMix I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	30-JUL-2021	4104 24th Street	PMB 8113	San Francisco	CA	94114	wefunder.com
0001062993-23-002317	1			Aura Health CF Investors SPV, LLC	Limited Liability Company		DE	23-JAN-2023	720 Dolores Street		San Francisco,	CA	94110	
0001670254-23-000080	1			Volektra I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000078	2			ReCapturit I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000078	1			ReCapturit I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000080	2			Volektra I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001938502-23-000001	1			GATR CF Investors SPV, LLC	Limited Liability Company		DE	02-NOV-2022	1635 St. Patrick St		Thibodaux	LA	70301	
0001670254-23-000073	1			Mentalhappy  I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	02-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001938502-23-000002	1			GATR CF Investors SPV, LLC	Limited Liability Company		DE	02-NOV-2022	1635 St. Patrick St		Thibodaux	LA	70301	
0001670254-23-000075	2			Kitchenery I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000077	2			Stonks Trading, Inc III EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000075	1			Kitchenery I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000077	1			Stonks Trading, Inc III, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000069	1			Hashku I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000067	1			Isle Child I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	01-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
