ACCESSION_NUMBER	ID	ISEDGARFILER	COISSUERCIK	NAMEOFCOISSUER	LEGALSTATUSFORM	LEGALSTATUSOTHERDESC	JURISDICTIONORGANIZATION	DATEINCORPORATION	STREET1	STREET2	CITY	STATEORCOUNTRY	ZIPCODE	COISSUERWEBSITE
0001939995-23-000001	1			Queer Spaces I	Limited Liability Company		DE	03-AUG-2022	4104 24th St.	PMB 8113	San Francisco	CA	94114	wefunder.com
0001670254-23-000480	1			CityFreighter I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	28-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000480	2			CityFreighter I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	28-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000482	1			Camp Gladiator I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-MAR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000482	2			Camp Gladiator I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-MAR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001644600-23-000079	1			Sweater Inc Community SPV1 LLC	Limited Liability Company		DE	22-DEC-2022	520 MOUNT RAINIER STREET		BERTHOUD	CO	80513	
0001670254-23-000470	2			Ravel Health I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	28-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000470	1			Ravel Health I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	28-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001923665-23-000002	1			Allocortech I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	22-APR-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001923665-23-000001	1			Allocortech I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	22-APR-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000467	1			Mentalhappy  I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	02-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001873218-23-000002	1			Taylor Hoffman I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	15-MAR-2022	4104 24th St	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001213900-23-033705	1		0001974828	ZenniHome CF LLC	Limited Liability Company		DE	17-APR-2023	4645 North 32nd Street, Suite A-255		Phoenix	AZ	85018	
0001670254-23-000462	2			PVP I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	08-MAR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000462	1			PVP I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	08-MAR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000461	1			Airthium  II, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-JUL-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000459	1			Airthium  II, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-JUL-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001905372-23-000002	1			Vitalize Angels Cyber Popup, Inc. I, a series of WeFunder SPV, LLC	Limited Liability Company		DE	21-MAR-2022	4104 24th ST	PMB 8113	San Franciso	CA	94114	https://wefunder.com/
0001670254-23-000457	1			WebStreet Round 5 I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	27-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000452	1			Pangea Brands I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	14-MAR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000449	2			Clean Earth Rovers I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	27-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000449	1			Clean Earth Rovers I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	27-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001875092-23-000003	1			OurBanc Corporation I	Limited Liability Company		DE	25-AUG-2021	4104 24th Street	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000445	1			CoCo Noir I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	13-SEP-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000444	1			Rayton I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	14-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000444	2			Rayton I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	14-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000443	1			Clip I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	26-AUG-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000443	2			Clip I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	26-AUG-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000441	1			Abillion I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	01-DEC-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000441	2			Abillion I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	01-DEC-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001644600-23-000072	1			MyStreme I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	13-MAR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000436	1			Bud Love I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	27-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000436	2			Bud Love I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	27-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000435	1			Loosid I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	22-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000435	2			Loosid I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	22-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000434	1			MTailor I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	29-SEP-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000434	2			MTailor I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	29-SEP-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001887661-23-000002	1			Ziggurat Technologies I	Limited Liability Company		DE	19-OCT-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000429	2			Avawatz I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	14-MAR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000429	1			Avawatz I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	14-MAR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000428	1			Pranos.ai I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-AUG-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000431	1			MyStreme I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	13-MAR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000432	1			Crafter I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	26-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000428	2			Pranos.ai I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-AUG-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000427	1			The China Project I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	01-DEC-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000422	1			Three Years Gone I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	15-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000422	2			Three Years Gone I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	15-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000419	1			EatOkra I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	26-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000419	2			EatOkra I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	26-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000418	1			OpenSeed I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-JUL-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000418	2			OpenSeed I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-JUL-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000416	1			The Yogi Movie I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	22-JUL-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000416	2			The Yogi Movie I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	22-JUL-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000415	1			Bow Wow Labs I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	10-JAN-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000415	2			Bow Wow Labs I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	10-JAN-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001831335-23-000002	1			PADL I	Limited Liability Company		DE	30-NOV-2021	4104 24th St.	PMB 8113	San Francisco	CA	94114	wefunder.com
0001670254-23-000414	1			The Smart Tire Company II, a series of Wefunder SPV, LLC	Limited Liability Company		DE	16-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000414	2			The Smart Tire Company II EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	16-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000413	2			Gryphon Online Safety I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	01-DEC-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000413	1			Gryphon Online Safety I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	01-DEC-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001804166-23-000001	1			Lil' Libros I	Limited Liability Company		DE	29-NOV-2021	4104 24th St.	PMB 8113	San Francisco	CA	94114	wefunder.com
0001670254-23-000412	1			Payroll4free.com inc. III, a series of Wefunder SPV, LLC	Limited Liability Company		DE	20-SEP-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000412	2			Payroll4free.com inc. III EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	20-SEP-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000411	1			Espanita Tequila Company I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-MAY-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000411	2			Espanita Tequila Company I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-MAY-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000410	1			Overplay I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	08-DEC-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000410	2			Overplay I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	08-DEC-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001908340-23-000002	1			Beetexting I	Limited Liability Company		DE	27-APR-2022	4104 24th St.	PMB 8113	San Francisco	CA	94114	www.wefunder.com
0001670254-23-000408	2			ReelwUrld I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	01-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000408	1			ReelwUrld I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	01-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000406	1			The 2.0 Collective I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	25-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000405	1			Impakt I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	30-JAN-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001908340-23-000001	1			Beetexting I	Limited Liability Company		DE	27-APR-2022	4104 24th St.	PMB 8113	San Francisco	CA	94114	wefunder.com
0001670254-23-000401	2			Bow Wow Labs I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	10-JAN-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000401	1			Bow Wow Labs I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	10-JAN-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000400	1			Elixir Kombucha I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-NOV-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000396	2			Kitchenery I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000397	2			Netsave I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	24-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000399	1			Nepal Tea Collective I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	09-AUG-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000396	1			Kitchenery I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000395	1			Recompose I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	17-MAR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000394	2			Meta-Brain Labs I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	14-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000394	1			Meta-Brain Labs I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	14-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000393	1			Second Act I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	01-JUL-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000397	1			Netsave I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	24-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000390	2			Tusk Browser I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-DEC-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000390	1			Tusk Browser I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-DEC-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000388	2			Throne  I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000386	1			Qnetic I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	23-DEC-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000385	2			Allerpops II EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	15-DEC-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000388	1			Throne  I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000386	2			Qnetic I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	23-DEC-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000385	1			Allerpops II, a series of Wefunder SPV, LLC	Limited Liability Company		DE	15-DEC-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000384	1			Doodeo  I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	28-JAN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000384	2			Doodeo  I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	28-JAN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000383	2			Loop I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	17-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000383	1			Loop I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	17-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000381	2			Upshift I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-DEC-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000382	1			Alma Financial I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	15-MAR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000379	1			Speak as one I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	19-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000381	1			Upshift I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-DEC-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000377	1			Bloomi I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	16-MAR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000379	2			Speak as one I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	19-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000378	1			Carosh Compliance Solutions I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	30-JAN-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000378	2			Carosh Compliance Solutions I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	30-JAN-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001644600-23-000067	1			Next Thing Technologies I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	22-DEC-2021	2180 Vista Way Unit B #1096		Oceanside	CA	92054	
0001670254-23-000375	2			Vikktoria I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	12-DEC-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000375	1			Vikktoria I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	12-DEC-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000374	1			Seedsheet I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	09-SEP-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000374	2			Seedsheet I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	09-SEP-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000372	2			Mav Farm I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000372	1			Mav Farm I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000370	2			Motivision I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	19-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000370	1			Motivision I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	19-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000368	1			Itrachealth I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	19-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000368	2			Itrachealth I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	19-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000366	2			BenchK12 I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	19-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000366	1			BenchK12 I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	19-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000364	1			Perimeter I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	19-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000363	1			The King of Con I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-NOV-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000362	1			Teeccino I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-DEC-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000362	2			Teeccino I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-DEC-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001644600-23-000063	1			Ampere Technologies CF SPV, LLC	Limited Liability Company		DE	21-MAR-2023	8 THE GREEN SUITE A		DOVER	DE	1991	
0001670254-23-000356	2			Bud Love I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	27-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000361	1			Highline Wellness I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	19-DEC-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000359	1			Doughp II, a series of Wefunder SPV, LLC	Limited Liability Company		DE	14-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000359	2			Doughp II EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	14-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000357	1			Reef I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	14-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000349	2			Tradefox II EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	13-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000349	1			Tradefox II, a series of Wefunder SPV, LLC	Limited Liability Company		DE	13-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000356	1			Bud Love I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	27-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000345	1			Keepers I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	13-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000344	1			Swopblock II, a series of Wefunder SPV, LLC	Limited Liability Company		DE	18-JAN-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000344	2			Swopblock II EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	18-JAN-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000331	1			VitalFlo I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	31-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000329	1			Nodat I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	11-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000329	2			Nodat I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	11-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000328	1			TruKno I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	09-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000328	2			TruKno I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	09-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000325	1			BarGlance I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	10-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000327	1			Black Sands Entertainment I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	10-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000323	1			Invisible Foundry I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	10-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000327	2			Black Sands Entertainment I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	10-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000319	1			Blackbird Foods I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	07-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000316	2			Margik I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	07-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000316	1			Margik I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	07-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
