ACCESSION_NUMBER	ID	ISEDGARFILER	COISSUERCIK	NAMEOFCOISSUER	LEGALSTATUSFORM	LEGALSTATUSOTHERDESC	JURISDICTIONORGANIZATION	DATEINCORPORATION	STREET1	STREET2	CITY	STATEORCOUNTRY	ZIPCODE	COISSUERWEBSITE
0001670254-23-000549	1			Well Traveled I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	12-MAY-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000553	1			Ollo Footwear I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	12-MAY-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000549	2			Well Traveled I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	12-MAY-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000547	1			Booji I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	05-MAY-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000547	2			Booji I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	05-MAY-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000541	1			CurbCutOS I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	11-MAY-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000541	2			CurbCutOS I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	11-MAY-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001062993-23-010829	1			DDM Systems CF SPV, LLC	Limited Liability Company		DE	15-FEB-2023	1876 Defoor Avenue Northwest	Bldg. 3	Atlanta	GA	30318	
0001670254-23-000539	1			Electric Playhouse Las Vegas I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	11-MAY-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000537	2			Pangea Movement II EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	05-MAY-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000537	1			Pangea Movement II, a series of Wefunder SPV, LLC	Limited Liability Company		DE	05-MAY-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000533	2			Pangea Movement II EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	05-MAY-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000530	1			Logoi Learning Systems I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	10-MAY-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000533	1			Pangea Movement II, a series of Wefunder SPV, LLC	Limited Liability Company		DE	05-MAY-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001852106-23-000004	1			Issuer Pixel I	Limited Liability Company		DE	22-OCT-2021	4104 24th St.	PMB 8113	San Francisco	CA	94114	www.wefunder.com
0001670254-23-000528	2			Civilized Cycles I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	09-MAY-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001852106-23-000002	1			Issuer Pixel I	Limited Liability Company		DE	22-OCT-2021	4104 24th St.	PMB 8113	San Francisco	CA	94114	wefunder.com
0001670254-23-000528	1			Civilized Cycles I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	09-MAY-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001896397-23-000001	1			Boseco I	Limited Liability Company		DE	16-DEC-2021	4104 24th Street	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000523	2			Booji I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	05-MAY-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000523	1			Booji I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	05-MAY-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000520	1			Lppfusion III, a series of Wefunder SPV, LLC	Limited Liability Company		DE	05-MAY-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001644600-23-000101	1			Beast Brands CF Investors SPV, LLC	Limited Liability Company		DE	02-SEP-2022	305 Vienna St.		Ruston	LA	71720	https://www.getbeast.com
0001644600-23-000100	1			Beast CF Investors SPV, LLC	Limited Liability Company		DE	02-SEP-2022	305 Vienna St.		Ruston	LA	71720	https://www.getbeast.com
0001670450-23-000004	1	EdgarFiler	0001812836	Wind Harvest Pilot Project Inc	Corporation		DE	07-APR-2020	724 N STREET		DAVIS	CA	95616	https://windharvest.com/
0001670254-23-000518	1			Smyle Nation I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	04-MAY-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000518	2			Smyle Nation I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	04-MAY-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000516	1			Monte Sereno Health I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	04-MAY-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000516	2			Monte Sereno Health I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	04-MAY-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000512	1			Planet Theta I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-MAY-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000512	2			Planet Theta I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-MAY-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000505	1			Kunduz  I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	04-MAY-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000504	1			Seedsheet I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	09-SEP-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000504	2			Seedsheet I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	09-SEP-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001875718-23-000002	1			Rasa I	Limited Liability Company		DE	30-JUL-2021	4104 24th St.	PMB 8113	San Francisco	CA	94114	wefunder.com
0001670254-23-000499	2			Call Emmy I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	01-MAY-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000499	1			Call Emmy I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	01-MAY-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001644600-23-000088	1			Beast Brands CF Investors SPV, LLC	Limited Liability Company		DE	02-SEP-2022	305 Vienna St.		Ruston	LA	71720	
0001644600-23-000089	1			Sweater Inc Community SPV1 LLC	Limited Liability Company		DE	22-DEC-2022	520 MOUNT RAINIER STREET		BERTHOUD	CO	80513	
0001670254-23-000490	1			Solaxa PBC I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	28-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000494	1			Raise Green I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001644600-23-000090	1			Sweater Inc Community SPV1 LLC	Limited Liability Company		DE	22-DEC-2022	520 MOUNT RAINIER STREET		BERTHOUD	CO	80513	
0001670254-23-000492	1			Fast Bags Corp I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-DEC-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000492	2			Fast Bags Corp I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-DEC-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000490	2			Solaxa PBC I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	28-APR-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001871449-23-000003	1			Escaping Ohio I	Limited Liability Company		DE	29-JUL-2021	4104 24th St.	PMB 8113	San Francisco	CA	94114	wefunder.com
0001907407-23-000001	1			SimGraphics Engineering I	Limited Liability Company		DE	31-JAN-2022	4104 24th St.	PMB 8113	San Francisco	CA	94114	wefunder.com
0001938502-23-000004	1			GATR CF Investors SPV, LLC	Limited Liability Company		DE	02-NOV-2022	1635 ST. PATRICK ST		THIBODAUX	LA	70301	
0001670254-23-000485	2			Level Up Basketball I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	13-JAN-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-23-000485	1			Level Up Basketball I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	13-JAN-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001644600-23-000086	1			Rayton I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	14-FEB-2023	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001863639-23-000001	1			Mount I	Limited Liability Company		DE	18-MAY-2021	4104 24th St.	PMB 8113	San Francisco	CA	94114	wefunder.com
0001644600-23-000083	1			William Shatner Documentary I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	25-JAN-2023	4104 24th Street	PMB 8113	San Francisco	CA	94114	https://wefunder.com
0001683168-23-002775	1			Heroic CF SPV, LLC	Limited Liability Company		DE	21-APR-2022	9901 Brodie Lane	Suite 160 #1388	Austin	TX	78748	www.heroic.us
0001887661-23-000004	1			Ziggurat Technologies I	Limited Partnership		DE	19-OCT-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	www.wefunder.com
0001683168-23-002773	1			Heroic CF SPV, LLC	Limited Liability Company		DE	21-APR-2022	9901 Brodie Lane	Suite 160 #1388	Austin	TX	78748	www.heroic.us
0001941204-23-000001	1			LocalBuzz I	Limited Liability Company		DE	11-AUG-2022	4104 24th St.	PMB 8113	San Francisco	CA	94114	wefunder.com
