ACCESSION_NUMBER	ID	ISSUEJURISDICTIONSECUROFFERING
0001669191-22-000933	3	AZ
0001669191-22-000933	4	AR
0001669191-22-000933	24	MN
0001669191-22-000933	25	MS
0001669191-22-000933	26	MO
0001669191-22-000933	27	MT
0001669191-22-000933	28	NE
0001669191-22-000933	29	NV
0001669191-22-000933	30	NH
0001669191-22-000933	31	NJ
0001669191-22-000933	32	NM
0001669191-22-000933	33	NY
0001669191-22-000933	34	NC
0001669191-22-000933	35	ND
0001669191-22-000933	36	OH
0001669191-22-000933	5	CA
0001669191-22-000933	6	CO
0001669191-22-000933	7	CT
0001669191-22-000933	8	DE
0001669191-22-000933	9	DC
0001669191-22-000933	10	FL
0001669191-22-000933	11	GA
0001669191-22-000933	12	HI
0001669191-22-000933	13	ID
0001669191-22-000933	14	IL
0001669191-22-000933	15	IN
0001669191-22-000933	16	IA
0001669191-22-000933	17	KS
0001669191-22-000933	18	KY
0001669191-22-000933	19	LA
0001669191-22-000933	20	ME
0001669191-22-000933	21	MD
0001669191-22-000933	22	MA
0001669191-22-000933	23	MI
0001669191-22-000933	37	OK
0001669191-22-000933	38	OR
0001669191-22-000933	39	PA
0001669191-22-000933	40	RI
0001669191-22-000933	41	SC
0001669191-22-000933	42	SD
0001669191-22-000933	43	TN
0001669191-22-000933	44	TX
0001669191-22-000933	45	UT
0001669191-22-000933	46	VT
0001669191-22-000933	47	VA
0001669191-22-000933	48	WA
0001669191-22-000933	49	WV
0001669191-22-000933	50	WI
0001669191-22-000933	51	WY
0001669191-22-000933	52	B5
0001669191-22-000933	53	GU
0001669191-22-000933	54	1V
0001669191-22-000933	55	PR
0001669191-22-000933	2	AK
0001665160-22-002565	44	TN
0001665160-22-002565	45	TX
0001665160-22-002565	46	UT
0001665160-22-002565	1	AL
0001665160-22-002565	2	AK
0001665160-22-002565	3	AZ
0001665160-22-002565	4	AR
0001665160-22-002565	5	CA
0001665160-22-002565	6	CO
0001665160-22-002565	7	CT
0001665160-22-002565	8	DC
0001665160-22-002565	9	DE
0001665160-22-002565	10	FL
0001665160-22-002565	11	GA
0001665160-22-002565	12	HI
0001665160-22-002565	13	ID
0001665160-22-002565	14	IL
0001665160-22-002565	15	IN
0001665160-22-002565	16	IA
0001665160-22-002565	17	KS
0001665160-22-002565	18	KY
0001665160-22-002565	19	LA
0001665160-22-002565	48	VA
0001665160-22-002565	49	WA
0001665160-22-002565	50	WV
0001665160-22-002565	51	WI
0001665160-22-002565	52	WY
0001665160-22-002565	47	VT
0001665160-22-002565	20	ME
0001665160-22-002565	21	MD
0001665160-22-002565	22	MA
0001665160-22-002565	23	MI
0001665160-22-002565	24	MN
0001665160-22-002565	25	MS
0001665160-22-002565	26	MO
0001665160-22-002565	27	MT
0001665160-22-002565	28	NE
0001665160-22-002565	29	NV
0001665160-22-002565	30	NH
0001665160-22-002565	31	NJ
0001665160-22-002565	32	NM
0001665160-22-002565	33	NY
0001665160-22-002565	34	NC
0001665160-22-002565	35	ND
0001665160-22-002565	36	OH
0001665160-22-002565	37	OK
0001665160-22-002565	38	OR
0001665160-22-002565	39	PA
0001665160-22-002565	40	PR
0001665160-22-002565	41	RI
0001665160-22-002565	42	SC
0001665160-22-002565	43	SD
0001858449-22-000005	9	DC
0001858449-22-000005	8	DE
0001858449-22-000005	11	GA
0001858449-22-000005	12	HI
0001858449-22-000005	13	ID
0001858449-22-000005	14	IL
0001858449-22-000005	15	IN
0001858449-22-000005	16	IA
0001858449-22-000005	17	KS
0001858449-22-000005	18	KY
0001858449-22-000005	19	LA
0001858449-22-000005	20	ME
0001858449-22-000005	21	MD
0001858449-22-000005	22	MA
0001858449-22-000005	23	MI
0001858449-22-000005	24	MN
0001858449-22-000005	25	MS
0001858449-22-000005	26	MO
0001858449-22-000005	27	MT
0001858449-22-000005	28	NE
0001858449-22-000005	29	NV
0001858449-22-000005	30	NH
0001858449-22-000005	31	NJ
0001858449-22-000005	32	NM
0001858449-22-000005	33	NY
0001858449-22-000005	34	NC
0001858449-22-000005	35	ND
0001858449-22-000005	36	OH
0001858449-22-000005	1	AL
0001858449-22-000005	2	AK
0001858449-22-000005	37	OK
0001858449-22-000005	38	OR
0001858449-22-000005	39	PA
0001858449-22-000005	40	PR
0001858449-22-000005	41	RI
0001858449-22-000005	42	SC
0001858449-22-000005	43	SD
0001858449-22-000005	44	TN
0001858449-22-000005	45	TX
0001858449-22-000005	46	UT
0001858449-22-000005	47	VT
0001858449-22-000005	48	VA
0001858449-22-000005	49	WA
0001858449-22-000005	50	WV
0001858449-22-000005	51	WI
0001858449-22-000005	52	WY
0001858449-22-000005	3	AZ
0001858449-22-000005	4	AR
0001858449-22-000005	5	CA
0001858449-22-000005	6	CO
0001858449-22-000005	7	CT
0001858449-22-000005	10	FL
0001665160-22-002561	52	WY
0001665160-22-002561	45	TX
0001665160-22-002561	47	VT
0001665160-22-002561	48	VA
0001665160-22-002561	49	WA
0001665160-22-002561	50	WV
0001665160-22-002561	51	WI
0001665160-22-002561	1	AL
0001665160-22-002561	2	AK
0001665160-22-002561	3	AZ
0001665160-22-002561	4	AR
0001665160-22-002561	5	CA
0001665160-22-002561	6	CO
0001665160-22-002561	7	CT
0001665160-22-002561	8	DE
0001665160-22-002561	9	DC
0001665160-22-002561	10	FL
0001665160-22-002561	11	GA
0001665160-22-002561	12	HI
0001665160-22-002561	13	ID
0001665160-22-002561	14	IL
0001665160-22-002561	15	IN
0001665160-22-002561	16	IA
0001665160-22-002561	17	KS
0001665160-22-002561	18	KY
0001665160-22-002561	19	LA
0001665160-22-002561	20	ME
0001665160-22-002561	21	MD
0001665160-22-002561	22	MA
0001665160-22-002561	23	MI
0001665160-22-002561	24	MN
0001665160-22-002561	25	MS
0001665160-22-002561	26	MO
0001665160-22-002561	27	MT
0001665160-22-002561	28	NE
0001665160-22-002561	29	NV
0001665160-22-002561	30	NH
0001665160-22-002561	31	NJ
0001665160-22-002561	32	NM
0001665160-22-002561	33	NY
0001665160-22-002561	34	NC
0001665160-22-002561	35	ND
0001665160-22-002561	36	OH
0001665160-22-002561	37	OK
0001665160-22-002561	38	OR
0001665160-22-002561	39	PA
0001665160-22-002561	40	PR
0001665160-22-002561	41	RI
0001665160-22-002561	42	SC
0001665160-22-002561	43	SD
0001665160-22-002561	44	TN
0001665160-22-002561	46	UT
0001670254-22-001013	1	AL
0001670254-22-001013	56	1V
0001670254-22-001013	3	AZ
0001670254-22-001013	4	AR
0001670254-22-001013	5	CA
0001670254-22-001013	6	CO
0001670254-22-001013	7	CT
0001670254-22-001013	8	DE
0001670254-22-001013	9	DC
0001670254-22-001013	10	FL
0001670254-22-001013	11	GA
0001670254-22-001013	12	HI
0001670254-22-001013	13	ID
0001670254-22-001013	14	IL
0001670254-22-001013	15	IN
0001670254-22-001013	16	IA
0001670254-22-001013	17	KS
0001670254-22-001013	18	KY
0001670254-22-001013	19	LA
0001670254-22-001013	20	ME
0001670254-22-001013	21	MD
0001670254-22-001013	22	MA
0001670254-22-001013	23	MI
0001670254-22-001013	24	MN
0001670254-22-001013	25	MS
0001670254-22-001013	26	MO
0001670254-22-001013	27	MT
0001670254-22-001013	28	NE
0001670254-22-001013	29	NV
0001670254-22-001013	30	NH
0001670254-22-001013	31	NJ
0001670254-22-001013	32	NM
0001670254-22-001013	33	NY
0001670254-22-001013	34	NC
0001670254-22-001013	35	ND
0001670254-22-001013	36	OH
0001670254-22-001013	37	OK
0001670254-22-001013	38	OR
0001670254-22-001013	39	PA
0001670254-22-001013	40	RI
0001670254-22-001013	41	SC
0001670254-22-001013	42	SD
0001670254-22-001013	43	TN
0001670254-22-001013	44	TX
0001670254-22-001013	45	UT
0001670254-22-001013	46	VT
0001670254-22-001013	47	VA
0001670254-22-001013	48	WA
0001670254-22-001013	49	WV
0001670254-22-001013	50	WI
0001670254-22-001013	51	WY
0001670254-22-001013	52	B5
0001670254-22-001013	53	GU
0001670254-22-001013	54	PR
0001670254-22-001013	55	VI
0001670254-22-001013	2	AK
0001665160-22-002560	41	RI
0001665160-22-002560	42	SC
0001665160-22-002560	43	SD
0001665160-22-002560	44	TN
0001665160-22-002560	45	TX
0001665160-22-002560	46	UT
0001665160-22-002560	47	VT
0001665160-22-002560	48	VA
0001665160-22-002560	49	WA
0001665160-22-002560	50	WV
0001665160-22-002560	51	WI
0001665160-22-002560	52	WY
0001665160-22-002560	1	AL
0001665160-22-002560	2	AK
0001665160-22-002560	3	AZ
0001665160-22-002560	4	AR
0001665160-22-002560	5	CA
0001665160-22-002560	6	CO
0001665160-22-002560	7	CT
0001665160-22-002560	8	DC
0001665160-22-002560	9	DE
0001665160-22-002560	10	FL
0001665160-22-002560	11	GA
0001665160-22-002560	12	HI
0001665160-22-002560	13	ID
0001665160-22-002560	14	IL
0001665160-22-002560	15	IN
0001665160-22-002560	16	IA
0001665160-22-002560	17	KS
0001665160-22-002560	18	KY
0001665160-22-002560	19	LA
0001665160-22-002560	20	ME
0001665160-22-002560	21	MD
0001665160-22-002560	22	MA
0001665160-22-002560	23	MI
0001665160-22-002560	24	MN
0001665160-22-002560	25	MS
0001665160-22-002560	26	MO
0001665160-22-002560	27	MT
0001665160-22-002560	28	NE
0001665160-22-002560	29	NV
0001665160-22-002560	30	NH
0001665160-22-002560	31	NJ
0001665160-22-002560	32	NM
0001665160-22-002560	33	NY
0001665160-22-002560	34	NC
0001665160-22-002560	35	ND
0001665160-22-002560	36	OH
0001665160-22-002560	37	OK
0001665160-22-002560	38	OR
0001665160-22-002560	39	PA
0001665160-22-002560	40	PR
0001948590-22-000002	6	CO
0001948590-22-000002	64	Z4
0001948590-22-000002	8	DE
0001948590-22-000002	9	DC
0001948590-22-000002	10	FL
0001948590-22-000002	11	GA
0001948590-22-000002	12	HI
0001948590-22-000002	13	ID
0001948590-22-000002	14	IL
0001948590-22-000002	15	IN
0001948590-22-000002	16	IA
0001948590-22-000002	17	KS
0001948590-22-000002	18	KY
0001948590-22-000002	19	LA
0001948590-22-000002	20	ME
0001948590-22-000002	21	MD
0001948590-22-000002	22	MA
0001948590-22-000002	23	MI
0001948590-22-000002	24	MN
0001948590-22-000002	25	MS
0001948590-22-000002	26	MO
0001948590-22-000002	27	MT
0001948590-22-000002	28	NE
0001948590-22-000002	29	NV
0001948590-22-000002	30	NH
0001948590-22-000002	31	NJ
0001948590-22-000002	32	NM
0001948590-22-000002	33	NY
0001948590-22-000002	34	NC
0001948590-22-000002	35	ND
0001948590-22-000002	36	OH
0001948590-22-000002	37	OK
0001948590-22-000002	38	OR
0001948590-22-000002	39	PA
0001948590-22-000002	40	PR
0001948590-22-000002	41	RI
0001948590-22-000002	42	SC
0001948590-22-000002	43	SD
0001948590-22-000002	44	TN
0001948590-22-000002	45	TX
0001948590-22-000002	46	UT
0001948590-22-000002	47	VT
0001948590-22-000002	48	VA
0001948590-22-000002	49	WA
0001948590-22-000002	50	WV
0001948590-22-000002	51	WI
0001948590-22-000002	52	WY
0001948590-22-000002	53	A0
0001948590-22-000002	54	A1
0001948590-22-000002	55	A2
0001948590-22-000002	56	A3
0001948590-22-000002	57	A4
0001948590-22-000002	58	A5
0001948590-22-000002	59	A6
0001948590-22-000002	60	A7
0001948590-22-000002	61	A8
0001948590-22-000002	62	A9
0001948590-22-000002	1	AL
0001948590-22-000002	2	AK
0001948590-22-000002	3	AZ
0001948590-22-000002	4	AR
0001948590-22-000002	5	CA
0001948590-22-000002	63	B0
0001948590-22-000002	7	CT
0001670254-22-001011	30	NH
0001670254-22-001011	29	NV
0001670254-22-001011	32	NM
0001670254-22-001011	33	NY
0001670254-22-001011	34	NC
0001670254-22-001011	35	ND
0001670254-22-001011	36	OH
0001670254-22-001011	37	OK
0001670254-22-001011	45	UT
0001670254-22-001011	46	VT
0001670254-22-001011	47	VA
0001670254-22-001011	48	WA
0001670254-22-001011	49	WV
0001670254-22-001011	50	WI
0001670254-22-001011	51	WY
0001670254-22-001011	52	B5
0001670254-22-001011	53	GU
0001670254-22-001011	54	PR
0001670254-22-001011	55	VI
0001670254-22-001011	56	1V
0001670254-22-001011	38	OR
0001670254-22-001011	39	PA
0001670254-22-001011	40	RI
0001670254-22-001011	41	SC
0001670254-22-001011	42	SD
0001670254-22-001011	43	TN
0001670254-22-001011	44	TX
0001670254-22-001011	1	AL
0001670254-22-001011	2	AK
0001670254-22-001011	3	AZ
0001670254-22-001011	4	AR
0001670254-22-001011	5	CA
0001670254-22-001011	6	CO
0001670254-22-001011	7	CT
0001670254-22-001011	8	DE
0001670254-22-001011	9	DC
0001670254-22-001011	10	FL
0001670254-22-001011	11	GA
0001670254-22-001011	12	HI
0001670254-22-001011	13	ID
0001670254-22-001011	14	IL
0001670254-22-001011	15	IN
0001670254-22-001011	16	IA
0001670254-22-001011	17	KS
0001670254-22-001011	18	KY
0001670254-22-001011	19	LA
0001670254-22-001011	20	ME
0001670254-22-001011	21	MD
0001670254-22-001011	22	MA
0001670254-22-001011	23	MI
0001670254-22-001011	24	MN
0001670254-22-001011	25	MS
0001670254-22-001011	26	MO
0001670254-22-001011	27	MT
0001670254-22-001011	28	NE
0001670254-22-001011	31	NJ
0001666102-22-000020	33	NY
0001666102-22-000020	32	NM
0001666102-22-000020	35	ND
0001666102-22-000020	36	OH
0001666102-22-000020	37	OK
0001666102-22-000020	38	OR
0001666102-22-000020	39	PA
0001666102-22-000020	51	WI
0001666102-22-000020	52	WY
0001666102-22-000020	40	PR
0001666102-22-000020	41	RI
0001666102-22-000020	42	SC
0001666102-22-000020	43	SD
0001666102-22-000020	44	TN
0001666102-22-000020	45	TX
0001666102-22-000020	46	UT
0001666102-22-000020	47	VT
0001666102-22-000020	48	VA
0001666102-22-000020	49	WA
0001666102-22-000020	50	WV
0001666102-22-000020	1	AL
0001666102-22-000020	2	AK
0001666102-22-000020	3	AZ
0001666102-22-000020	4	AR
0001666102-22-000020	5	CA
0001666102-22-000020	6	CO
0001666102-22-000020	7	CT
0001666102-22-000020	8	DE
0001666102-22-000020	9	DC
0001666102-22-000020	10	FL
0001666102-22-000020	11	GA
0001666102-22-000020	12	HI
0001666102-22-000020	13	ID
0001666102-22-000020	14	IL
0001666102-22-000020	15	IN
0001666102-22-000020	16	IA
0001666102-22-000020	17	KS
0001666102-22-000020	18	KY
0001666102-22-000020	19	LA
0001666102-22-000020	20	ME
0001666102-22-000020	21	MD
0001666102-22-000020	22	MA
0001666102-22-000020	23	MI
0001666102-22-000020	24	MN
0001666102-22-000020	25	MS
0001666102-22-000020	26	MO
0001666102-22-000020	27	MT
0001666102-22-000020	28	NE
0001666102-22-000020	29	NV
0001666102-22-000020	30	NH
0001666102-22-000020	31	NJ
0001666102-22-000020	34	NC
0001811504-22-000002	36	OH
0001811504-22-000002	35	ND
0001811504-22-000002	38	OR
0001811504-22-000002	39	PA
0001811504-22-000002	40	PR
0001811504-22-000002	41	RI
0001811504-22-000002	42	SC
0001811504-22-000002	43	SD
0001811504-22-000002	44	TN
0001811504-22-000002	45	TX
0001811504-22-000002	46	UT
0001811504-22-000002	47	VT
0001811504-22-000002	48	VA
0001811504-22-000002	49	WA
0001811504-22-000002	50	WV
0001811504-22-000002	51	WI
0001811504-22-000002	52	WY
0001811504-22-000002	1	AL
0001811504-22-000002	2	AK
0001811504-22-000002	3	AZ
0001811504-22-000002	4	AR
0001811504-22-000002	5	CA
0001811504-22-000002	6	CO
0001811504-22-000002	7	CT
0001811504-22-000002	8	DE
0001811504-22-000002	9	DC
0001811504-22-000002	10	FL
0001811504-22-000002	11	GA
0001811504-22-000002	12	HI
0001811504-22-000002	13	ID
0001811504-22-000002	14	IL
0001811504-22-000002	15	IN
0001811504-22-000002	16	IA
0001811504-22-000002	17	KS
0001811504-22-000002	18	KY
0001811504-22-000002	19	LA
0001811504-22-000002	20	ME
0001811504-22-000002	21	MD
0001811504-22-000002	22	MA
0001811504-22-000002	23	MI
0001811504-22-000002	24	MN
0001811504-22-000002	25	MS
0001811504-22-000002	26	MO
0001811504-22-000002	27	MT
0001811504-22-000002	28	NE
0001811504-22-000002	29	NV
0001811504-22-000002	30	NH
0001811504-22-000002	31	NJ
0001811504-22-000002	32	NM
0001811504-22-000002	33	NY
0001811504-22-000002	34	NC
0001811504-22-000002	37	OK
0001665160-22-002559	44	TN
0001665160-22-002559	10	FL
0001665160-22-002559	46	UT
0001665160-22-002559	47	VT
0001665160-22-002559	48	VA
0001665160-22-002559	49	WA
0001665160-22-002559	50	WV
0001665160-22-002559	51	WI
0001665160-22-002559	52	WY
0001665160-22-002559	23	MI
0001665160-22-002559	24	MN
0001665160-22-002559	25	MS
0001665160-22-002559	26	MO
0001665160-22-002559	27	MT
0001665160-22-002559	28	NE
0001665160-22-002559	29	NV
0001665160-22-002559	30	NH
0001665160-22-002559	31	NJ
0001665160-22-002559	32	NM
0001665160-22-002559	33	NY
0001665160-22-002559	34	NC
0001665160-22-002559	35	ND
0001665160-22-002559	36	OH
0001665160-22-002559	37	OK
0001665160-22-002559	38	OR
0001665160-22-002559	39	PA
0001665160-22-002559	40	PR
0001665160-22-002559	41	RI
0001665160-22-002559	42	SC
0001665160-22-002559	43	SD
0001665160-22-002559	11	GA
0001665160-22-002559	13	ID
0001665160-22-002559	14	IL
0001665160-22-002559	15	IN
0001665160-22-002559	16	IA
0001665160-22-002559	17	KS
0001665160-22-002559	18	KY
0001665160-22-002559	19	LA
0001665160-22-002559	20	ME
0001665160-22-002559	21	MD
0001665160-22-002559	22	MA
0001665160-22-002559	12	HI
0001665160-22-002559	1	AL
0001665160-22-002559	2	AK
0001665160-22-002559	3	AZ
0001665160-22-002559	4	AR
0001665160-22-002559	5	CA
0001665160-22-002559	6	CO
0001665160-22-002559	7	CT
0001665160-22-002559	8	DE
0001665160-22-002559	9	DC
0001665160-22-002559	45	TX
0001746059-22-000362	27	MT
0001746059-22-000362	28	NE
0001746059-22-000362	29	NV
0001746059-22-000362	30	NH
0001746059-22-000362	31	NJ
0001746059-22-000362	32	NM
0001746059-22-000362	33	NY
0001746059-22-000362	34	NC
0001746059-22-000362	35	ND
0001746059-22-000362	36	OH
0001746059-22-000362	37	OK
0001746059-22-000362	38	OR
0001746059-22-000362	39	PA
0001746059-22-000362	40	PR
0001746059-22-000362	41	RI
0001746059-22-000362	42	SC
0001746059-22-000362	43	SD
0001746059-22-000362	44	TN
0001746059-22-000362	45	TX
0001746059-22-000362	49	WA
0001746059-22-000362	50	WV
0001746059-22-000362	51	WI
0001746059-22-000362	52	WY
0001746059-22-000362	1	AL
0001746059-22-000362	2	AK
0001746059-22-000362	3	AZ
0001746059-22-000362	4	AR
0001746059-22-000362	5	CA
0001746059-22-000362	6	CO
0001746059-22-000362	7	CT
0001746059-22-000362	8	DE
0001746059-22-000362	9	DC
0001746059-22-000362	10	FL
0001746059-22-000362	11	GA
0001746059-22-000362	12	HI
0001746059-22-000362	13	ID
0001746059-22-000362	14	IL
0001746059-22-000362	15	IN
0001746059-22-000362	16	IA
0001746059-22-000362	17	KS
0001746059-22-000362	18	KY
0001746059-22-000362	19	LA
0001746059-22-000362	20	ME
0001746059-22-000362	21	MD
0001746059-22-000362	22	MA
0001746059-22-000362	24	MN
0001746059-22-000362	25	MS
0001746059-22-000362	26	MO
0001746059-22-000362	23	MI
0001746059-22-000362	46	UT
0001746059-22-000362	47	VT
0001746059-22-000362	48	VA
0001936579-22-000001	45	TX
0001936579-22-000001	52	WY
0001936579-22-000001	47	VT
0001936579-22-000001	48	VA
0001936579-22-000001	49	WA
0001936579-22-000001	50	WV
0001936579-22-000001	51	WI
0001936579-22-000001	1	AL
0001936579-22-000001	2	AK
0001936579-22-000001	3	AZ
0001936579-22-000001	4	AR
0001936579-22-000001	5	CA
0001936579-22-000001	6	CO
0001936579-22-000001	7	CT
0001936579-22-000001	8	DE
0001936579-22-000001	9	DC
0001936579-22-000001	10	FL
0001936579-22-000001	11	GA
0001936579-22-000001	12	HI
0001936579-22-000001	13	ID
0001936579-22-000001	14	IL
0001936579-22-000001	15	IN
0001936579-22-000001	16	IA
0001936579-22-000001	17	KS
0001936579-22-000001	18	KY
0001936579-22-000001	19	LA
0001936579-22-000001	20	ME
0001936579-22-000001	21	MD
0001936579-22-000001	22	MA
0001936579-22-000001	23	MI
0001936579-22-000001	24	MN
0001936579-22-000001	25	MS
0001936579-22-000001	26	MO
0001936579-22-000001	27	MT
0001936579-22-000001	28	NE
0001936579-22-000001	29	NV
0001936579-22-000001	30	NH
0001936579-22-000001	31	NJ
0001936579-22-000001	32	NM
0001936579-22-000001	33	NY
0001936579-22-000001	34	NC
0001936579-22-000001	35	ND
0001936579-22-000001	36	OH
0001936579-22-000001	37	OK
0001936579-22-000001	38	OR
0001936579-22-000001	39	PA
0001936579-22-000001	40	PR
0001936579-22-000001	41	RI
0001936579-22-000001	42	SC
0001936579-22-000001	43	SD
0001936579-22-000001	44	TN
0001936579-22-000001	46	UT
0001821324-22-000002	40	PR
0001821324-22-000002	52	WY
0001821324-22-000002	42	SC
0001821324-22-000002	43	SD
0001821324-22-000002	1	AL
0001821324-22-000002	2	AK
0001821324-22-000002	3	AZ
0001821324-22-000002	4	AR
0001821324-22-000002	5	CA
0001821324-22-000002	6	CO
0001821324-22-000002	7	CT
0001821324-22-000002	8	DE
0001821324-22-000002	9	DC
0001821324-22-000002	10	FL
0001821324-22-000002	11	GA
0001821324-22-000002	12	HI
0001821324-22-000002	13	ID
0001821324-22-000002	14	IL
0001821324-22-000002	15	IN
0001821324-22-000002	16	IA
0001821324-22-000002	17	KS
0001821324-22-000002	18	KY
0001821324-22-000002	19	LA
0001821324-22-000002	20	ME
0001821324-22-000002	21	MD
0001821324-22-000002	22	MA
0001821324-22-000002	23	MI
0001821324-22-000002	24	MN
0001821324-22-000002	25	MS
0001821324-22-000002	26	MO
0001821324-22-000002	27	MT
0001821324-22-000002	28	NE
0001821324-22-000002	29	NV
0001821324-22-000002	30	NH
0001821324-22-000002	31	NJ
0001821324-22-000002	32	NM
0001821324-22-000002	33	NY
0001821324-22-000002	34	NC
0001821324-22-000002	35	ND
0001821324-22-000002	36	OH
0001821324-22-000002	37	OK
0001821324-22-000002	38	OR
0001821324-22-000002	39	PA
0001821324-22-000002	44	TN
0001821324-22-000002	45	TX
0001821324-22-000002	46	UT
0001821324-22-000002	47	VT
0001821324-22-000002	48	VA
0001821324-22-000002	49	WA
0001821324-22-000002	50	WV
0001821324-22-000002	51	WI
0001821324-22-000002	41	RI
0001644600-22-000123	45	TX
0001644600-22-000123	44	TN
0001644600-22-000123	47	VT
0001644600-22-000123	48	VA
0001644600-22-000123	49	WA
0001644600-22-000123	50	WV
0001644600-22-000123	51	WI
0001644600-22-000123	52	WY
0001644600-22-000123	13	ID
0001644600-22-000123	14	IL
0001644600-22-000123	15	IN
0001644600-22-000123	16	IA
0001644600-22-000123	17	KS
0001644600-22-000123	18	KY
0001644600-22-000123	19	LA
0001644600-22-000123	20	ME
0001644600-22-000123	21	MD
0001644600-22-000123	22	MA
0001644600-22-000123	23	MI
0001644600-22-000123	24	MN
0001644600-22-000123	25	MS
0001644600-22-000123	26	MO
0001644600-22-000123	27	MT
0001644600-22-000123	28	NE
0001644600-22-000123	29	NV
0001644600-22-000123	30	NH
0001644600-22-000123	31	NJ
0001644600-22-000123	32	NM
0001644600-22-000123	33	NY
0001644600-22-000123	34	NC
0001644600-22-000123	35	ND
0001644600-22-000123	36	OH
0001644600-22-000123	37	OK
0001644600-22-000123	38	OR
0001644600-22-000123	1	AL
0001644600-22-000123	2	AK
0001644600-22-000123	3	AZ
0001644600-22-000123	4	AR
0001644600-22-000123	5	CA
0001644600-22-000123	6	CO
0001644600-22-000123	7	CT
0001644600-22-000123	8	DE
0001644600-22-000123	9	DC
0001644600-22-000123	10	FL
0001644600-22-000123	11	GA
0001644600-22-000123	12	HI
0001644600-22-000123	39	PA
0001644600-22-000123	40	PR
0001644600-22-000123	41	RI
0001644600-22-000123	42	SC
0001644600-22-000123	43	SD
0001644600-22-000123	46	UT
0001421744-22-000011	1	AL
0001421744-22-000011	52	WY
0001421744-22-000011	3	AZ
0001421744-22-000011	4	AR
0001421744-22-000011	5	CA
0001421744-22-000011	6	CO
0001421744-22-000011	7	CT
0001421744-22-000011	8	DE
0001421744-22-000011	9	DC
0001421744-22-000011	10	FL
0001421744-22-000011	11	GA
0001421744-22-000011	12	HI
0001421744-22-000011	13	ID
0001421744-22-000011	14	IL
0001421744-22-000011	15	IN
0001421744-22-000011	16	IA
0001421744-22-000011	17	KS
