ACCESSION_NUMBER	ID	ISEDGARFILER	COISSUERCIK	NAMEOFCOISSUER	LEGALSTATUSFORM	LEGALSTATUSOTHERDESC	JURISDICTIONORGANIZATION	DATEINCORPORATION	STREET1	STREET2	CITY	STATEORCOUNTRY	ZIPCODE	COISSUERWEBSITE
0001670254-22-001158	1			Temple One I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	27-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001155	1			DIYSE I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	02-NOV-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001153	1			Backspin Pickleball, LLC I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	02-NOV-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001153	2			Backspin Pickleball, LLC I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	02-NOV-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001151	1			Tersho II, a series of Wefunder SPV, LLC	Limited Liability Company		DE	02-NOV-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001148	2			Boundless Robotics, Inc. I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	31-AUG-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001149	1			Motive I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	01-NOV-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001149	2			Motive I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	01-NOV-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001148	1			Boundless Robotics, Inc. I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	31-AUG-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001145	1			Wefunder Community Round II, a series of Wefunder SPV, LLC	Limited Liability Company		DE	26-AUG-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001146	1			Philosopher Foods I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	28-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001144	1			Wunderkeks I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	28-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001144	2			Wunderkeks I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	28-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001141	2			Uncle Eds Vodka I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	31-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001141	1			Uncle Eds Vodka I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	31-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001139	1			VitalFlo I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	31-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001135	1			Trace Femcare I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	28-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001137	2			Sool I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	28-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001133	2			Turant I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	27-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001133	1			Turant I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	27-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001137	1			Sool I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	28-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001938305-22-000001	1			Princeton Satellite Systems CF SPV, LLC	Limited Liability Company		DE	30-JUN-2022	6 Market Street Suite 926		Plainsboro	NJ	08536	
0001670254-22-001131	2			OnSky Health International I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	28-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001131	1			OnSky Health International I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	28-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001127	1			The Striker I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	27-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001127	2			The Striker I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	27-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001129	1			Bud Love I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	27-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001129	2			Bud Love I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	27-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001126	1			Rejoy I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	25-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001124	1			Ruth Health I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	25-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001126	2			Rejoy I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	25-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001123	1			Urvin Finance II, a series of Wefunder SPV, LLC	Limited Liability Company		DE	08-JUL-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001121	1			EquityMultiple I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	25-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001121	2			EquityMultiple I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	25-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001119	1			Reflect II, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001117	2			Eva's Wild I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	24-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001113	2			Royal caridea I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	24-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001113	1			Royal caridea I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	24-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001117	1			Eva's Wild I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	24-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001098	1			Savorhood - gettysburg I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001108	1			Shire I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	20-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001108	2			Shire I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	20-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001104	1			Better World I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001111	1			Spiked I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001110	2			Invincible entertainment partners II EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001106	1			Amai I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001106	2			Amai I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001102	1			JackBe I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	20-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001102	2			JackBe I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	20-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001110	1			Invincible entertainment partners II, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001111	2			Spiked I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001094	1			Highway Pharmaceuticals I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	20-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001092	2			SYSTEM 3E I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	13-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001092	1			SYSTEM 3E I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	13-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001094	2			Highway Pharmaceuticals I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	20-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001090	1			Next boatworks llc I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	20-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001088	1			Nucleus I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	20-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001088	2			Nucleus I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	20-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001821982-22-000011	1			North Cove Crowdfunding SPV, LLC	Limited Liability Company		NC	07-APR-2022	210 Blue Ridge Dr. N.		Marion	NC	28752	
0001670254-22-001085	1			SangCash I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	14-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001085	2			SangCash I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	14-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001084	1			Blaamazon I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	17-JUN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001083	1			Hevo II, a series of Wefunder SPV, LLC	Limited Liability Company		DE	22-SEP-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001918745-22-000004	1			Wave Motion Launch CF SPV, LLC	Limited Liability Company		DE	08-JUN-2022	7002 Carson Road		Everett	WA	98203	
0001670254-22-001081	1			Four doors I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	14-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001077	1			ServeScape I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	13-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001074	1			Morari I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	14-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001074	2			Morari I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	14-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001076	1			Love Lifesciences I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	22-AUG-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001072	1			Resolution Bed II, a series of Wefunder SPV, LLC	Limited Liability Company		DE	14-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001081	2			Four doors I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	14-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001071	1			BrainScanology I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	30-SEP-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001070	1			Moonshot Junior II, a series of Wefunder SPV, LLC	Limited Liability Company		DE	14-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001070	2			Moonshot Junior II EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	14-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001069	1			MTailor I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	29-SEP-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001069	2			MTailor I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	29-SEP-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001064	1			Nutr I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	13-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001064	2			Nutr I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	13-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001066	1			Simple Switch I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	13-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001066	2			Simple Switch I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	13-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001062	1			BothAnd Apparel I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	13-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001061	1			Clip I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	26-AUG-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001061	2			Clip I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	26-AUG-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001059	2			BIGVU I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	07-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001059	1			BIGVU I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	07-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001058	1			Happy Hippie Brewing Company I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-SEP-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001054	1			Reflect II, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001096906-22-002428	1			Ourobio CF SPV 2022, LLC	Limited Liability Company		VA	07-SEP-2022	12100 Serenity Pl		Nokesville	VA	20181-3645	
0001670254-22-001049	1			Kram Nutrition I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	05-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001049	2			Kram Nutrition I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	05-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001053	1			Kram Nutrition I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	05-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001053	2			Kram Nutrition I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	05-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001048	2			Homeshake I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	30-SEP-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001048	1			Homeshake I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	30-SEP-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001051	1			Rimriser I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	05-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001046	1			GC plus I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	04-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001046	2			GC plus I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	04-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001040	1			Tucson Tamale Company I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	04-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001040	2			Tucson Tamale Company I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	04-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001038	2			Datagran I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001038	1			Datagran I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-OCT-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001036	2			BLINKING OWL DISTILLERY I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	29-SEP-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001035	1			The Agenda Period I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	13-SEP-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001036	1			BLINKING OWL DISTILLERY I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	29-SEP-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001030	1			Bad Idea I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	29-SEP-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001821982-22-000010	1			JJ&Co. SPV, LLC	Limited Liability Company		NC	03-JUN-2022	236 Sunnybrook Road		Raleigh	NC	27620	
0001670254-22-001015	1			POCSTOCK I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	30-SEP-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001020	1			System2 I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	30-SEP-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001026	1			Tribevest I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	20-JUL-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001027	1			Extended Longevity I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	30-SEP-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001025	1			Bold Move Beverages I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	31-AUG-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001025	2			Bold Move Beverages I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	31-AUG-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001017	1			BrainScanology I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	30-SEP-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-001023	1			Switch Enterprises I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	30-SEP-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
