ACCESSION_NUMBER	ID	ISSUEJURISDICTIONSECUROFFERING
0001807883-20-000001	21	MD
0001807883-20-000001	22	MA
0001807883-20-000001	23	MI
0001807883-20-000001	24	MN
0001807883-20-000001	25	MS
0001807883-20-000001	26	MO
0001807883-20-000001	27	MT
0001807883-20-000001	28	NE
0001807883-20-000001	29	NV
0001807883-20-000001	30	NH
0001807883-20-000001	31	NJ
0001807883-20-000001	32	NM
0001807883-20-000001	33	NY
0001807883-20-000001	34	NC
0001807883-20-000001	35	ND
0001807883-20-000001	36	OH
0001807883-20-000001	37	OK
0001807883-20-000001	38	OR
0001807883-20-000001	39	PA
0001807883-20-000001	40	PR
0001807883-20-000001	41	RI
0001807883-20-000001	42	SC
0001807883-20-000001	43	SD
0001807883-20-000001	44	TN
0001807883-20-000001	45	TX
0001807883-20-000001	46	UT
0001807883-20-000001	47	VT
0001807883-20-000001	48	VA
0001807883-20-000001	49	WA
0001807883-20-000001	50	WV
0001807883-20-000001	51	WI
0001807883-20-000001	52	WY
0001807883-20-000001	1	AL
0001807883-20-000001	4	AR
0001665160-20-000285	1	AL
0001665160-20-000285	2	AK
0001665160-20-000285	3	AZ
0001665160-20-000285	4	AR
0001665160-20-000285	5	CA
0001665160-20-000285	6	CO
0001665160-20-000285	7	CT
0001665160-20-000285	8	DC
0001665160-20-000285	9	DE
0001665160-20-000285	10	FL
0001665160-20-000285	11	GA
0001665160-20-000285	12	HI
0001665160-20-000285	13	ID
0001665160-20-000285	14	IL
0001665160-20-000285	15	IN
0001665160-20-000285	16	IA
0001665160-20-000285	17	KS
0001665160-20-000285	18	KY
0001665160-20-000285	19	LA
0001665160-20-000285	20	ME
0001665160-20-000285	21	MD
0001665160-20-000285	22	MA
0001665160-20-000285	23	MI
0001665160-20-000285	24	MN
0001665160-20-000285	25	MS
0001665160-20-000285	26	MO
0001665160-20-000285	27	MT
0001665160-20-000285	28	NE
0001665160-20-000285	29	NV
0001665160-20-000285	30	NH
0001665160-20-000285	31	NJ
0001665160-20-000285	32	NM
0001665160-20-000285	33	NY
0001665160-20-000285	34	NC
0001665160-20-000285	35	ND
0001665160-20-000285	36	OH
0001665160-20-000285	37	OK
0001665160-20-000285	38	OR
0001665160-20-000285	39	PA
0001665160-20-000285	40	PR
0001665160-20-000285	41	RI
0001665160-20-000285	42	SC
0001665160-20-000285	43	SD
0001665160-20-000285	44	TN
0001665160-20-000285	45	TX
0001665160-20-000285	46	UT
0001665160-20-000285	47	VT
0001665160-20-000285	48	VA
0001665160-20-000285	49	WA
0001665160-20-000285	50	WV
0001665160-20-000285	51	WI
0001665160-20-000285	52	WY
0001665160-20-000283	23	MI
0001665160-20-000283	24	MN
0001665160-20-000283	25	MS
0001665160-20-000283	26	MO
0001665160-20-000283	27	MT
0001665160-20-000283	28	NE
0001665160-20-000283	29	NV
0001665160-20-000283	30	NH
0001665160-20-000283	31	NJ
0001665160-20-000283	32	NM
0001665160-20-000283	33	NY
0001665160-20-000283	34	NC
0001665160-20-000283	35	ND
0001665160-20-000283	36	OH
0001665160-20-000283	37	OK
0001665160-20-000283	43	SD
0001665160-20-000283	44	TN
0001665160-20-000283	45	TX
0001665160-20-000283	46	UT
0001665160-20-000283	47	VT
0001665160-20-000283	48	VA
0001665160-20-000283	49	WA
0001665160-20-000283	50	WV
0001665160-20-000283	51	WI
0001665160-20-000283	52	WY
0001665160-20-000283	38	OR
0001665160-20-000283	39	PA
0001665160-20-000283	40	PR
0001665160-20-000283	41	RI
0001665160-20-000283	42	SC
0001665160-20-000283	1	AL
0001665160-20-000283	2	AK
0001665160-20-000283	3	AZ
0001665160-20-000283	4	AR
0001665160-20-000283	5	CA
0001665160-20-000283	6	CO
0001665160-20-000283	7	CT
0001665160-20-000283	8	DE
0001665160-20-000283	9	DC
0001665160-20-000283	10	FL
0001665160-20-000283	11	GA
0001665160-20-000283	12	HI
0001665160-20-000283	13	ID
0001665160-20-000283	14	IL
0001665160-20-000283	15	IN
0001665160-20-000283	16	IA
0001665160-20-000283	17	KS
0001665160-20-000283	18	KY
0001665160-20-000283	19	LA
0001665160-20-000283	20	ME
0001665160-20-000283	21	MD
0001665160-20-000283	22	MA
0001783580-20-000005	10	FL
0001783580-20-000005	52	WY
0001783580-20-000005	12	HI
0001783580-20-000005	13	ID
0001783580-20-000005	14	IL
0001783580-20-000005	26	MO
0001783580-20-000005	27	MT
0001783580-20-000005	28	NE
0001783580-20-000005	29	NV
0001783580-20-000005	30	NH
0001783580-20-000005	15	IN
0001783580-20-000005	16	IA
0001783580-20-000005	17	KS
0001783580-20-000005	18	KY
0001783580-20-000005	19	LA
0001783580-20-000005	20	ME
0001783580-20-000005	21	MD
0001783580-20-000005	22	MA
0001783580-20-000005	23	MI
0001783580-20-000005	24	MN
0001783580-20-000005	25	MS
0001783580-20-000005	1	AL
0001783580-20-000005	2	AK
0001783580-20-000005	3	AZ
0001783580-20-000005	4	AR
0001783580-20-000005	5	CA
0001783580-20-000005	6	CO
0001783580-20-000005	7	CT
0001783580-20-000005	8	DE
0001783580-20-000005	9	DC
0001783580-20-000005	31	NJ
0001783580-20-000005	32	NM
0001783580-20-000005	33	NY
0001783580-20-000005	34	NC
0001783580-20-000005	35	ND
0001783580-20-000005	36	OH
0001783580-20-000005	37	OK
0001783580-20-000005	38	OR
0001783580-20-000005	39	PA
0001783580-20-000005	40	PR
0001783580-20-000005	41	RI
0001783580-20-000005	42	SC
0001783580-20-000005	43	SD
0001783580-20-000005	44	TN
0001783580-20-000005	45	TX
0001783580-20-000005	46	UT
0001783580-20-000005	47	VT
0001783580-20-000005	48	VA
0001783580-20-000005	49	WA
0001783580-20-000005	50	WV
0001783580-20-000005	51	WI
0001783580-20-000005	11	GA
0001746059-20-000097	1	AL
0001746059-20-000097	52	WY
0001746059-20-000097	3	AZ
0001746059-20-000097	4	AR
0001746059-20-000097	5	CA
0001746059-20-000097	6	CO
0001746059-20-000097	7	CT
0001746059-20-000097	8	DE
0001746059-20-000097	9	DC
0001746059-20-000097	10	FL
0001746059-20-000097	11	GA
0001746059-20-000097	12	HI
0001746059-20-000097	13	ID
0001746059-20-000097	14	IL
0001746059-20-000097	15	IN
0001746059-20-000097	16	IA
0001746059-20-000097	17	KS
0001746059-20-000097	18	KY
0001746059-20-000097	19	LA
0001746059-20-000097	20	ME
0001746059-20-000097	21	MD
0001746059-20-000097	22	MA
0001746059-20-000097	23	MI
0001746059-20-000097	24	MN
0001746059-20-000097	25	MS
0001746059-20-000097	26	MO
0001746059-20-000097	27	MT
0001746059-20-000097	28	NE
0001746059-20-000097	29	NV
0001746059-20-000097	30	NH
0001746059-20-000097	31	NJ
0001746059-20-000097	32	NM
0001746059-20-000097	33	NY
0001746059-20-000097	34	NC
0001746059-20-000097	35	ND
0001746059-20-000097	36	OH
0001746059-20-000097	37	OK
0001746059-20-000097	38	OR
0001746059-20-000097	39	PA
0001746059-20-000097	40	PR
0001746059-20-000097	41	RI
0001746059-20-000097	42	SC
0001746059-20-000097	43	SD
0001746059-20-000097	44	TN
0001746059-20-000097	45	TX
0001746059-20-000097	46	UT
0001746059-20-000097	47	VT
0001746059-20-000097	48	VA
0001746059-20-000097	49	WA
0001746059-20-000097	50	WV
0001746059-20-000097	51	WI
0001746059-20-000097	2	AK
0001670254-20-000218	18	KY
0001670254-20-000218	19	LA
0001670254-20-000218	20	ME
0001670254-20-000218	21	MD
0001670254-20-000218	22	MA
0001670254-20-000218	23	MI
0001670254-20-000218	24	MN
0001670254-20-000218	25	MS
0001769091-20-000002	17	KS
0001769091-20-000002	18	KY
0001769091-20-000002	19	LA
0001769091-20-000002	20	ME
0001670254-20-000218	26	MO
0001670254-20-000218	27	MT
0001670254-20-000218	28	NE
0001670254-20-000218	29	NV
0001670254-20-000218	30	NH
0001670254-20-000218	31	NJ
0001670254-20-000218	32	NM
0001670254-20-000218	33	NY
0001670254-20-000218	34	NC
0001670254-20-000218	35	ND
0001670254-20-000218	47	VA
0001670254-20-000218	48	WA
0001670254-20-000218	49	WV
0001670254-20-000218	50	WI
0001670254-20-000218	51	WY
0001670254-20-000218	52	B5
0001670254-20-000218	53	GU
0001670254-20-000218	54	PR
0001670254-20-000218	55	VI
0001670254-20-000218	56	1V
0001807812-20-000001	21	MD
0001807812-20-000001	22	MA
0001807812-20-000001	23	MI
0001807812-20-000001	24	MN
0001807812-20-000001	25	MS
0001807812-20-000001	26	MO
0001807812-20-000001	27	MT
0001807812-20-000001	28	NE
0001769091-20-000002	1	AL
0001769091-20-000002	2	AK
0001769091-20-000002	3	AZ
0001769091-20-000002	4	AR
0001670254-20-000218	36	OH
0001670254-20-000218	37	OK
0001670254-20-000218	38	OR
0001670254-20-000218	39	PA
0001670254-20-000218	40	RI
0001670254-20-000218	41	SC
0001670254-20-000218	42	SD
0001670254-20-000218	43	TN
0001670254-20-000218	44	TX
0001670254-20-000218	45	UT
0001670254-20-000218	46	VT
0001807812-20-000001	29	NV
0001807812-20-000001	30	NH
0001807812-20-000001	31	NJ
0001807812-20-000001	32	NM
0001807812-20-000001	33	NY
0001807812-20-000001	34	NC
0001807812-20-000001	35	ND
0001807812-20-000001	36	OH
0001807812-20-000001	37	OK
0001807812-20-000001	38	OR
0001807812-20-000001	39	PA
0001807812-20-000001	40	PR
0001807812-20-000001	41	RI
0001807812-20-000001	42	SC
0001807812-20-000001	43	SD
0001807812-20-000001	44	TN
0001807812-20-000001	45	TX
0001807812-20-000001	46	UT
0001807812-20-000001	47	VT
0001807812-20-000001	48	VA
0001807812-20-000001	49	WA
0001807812-20-000001	50	WV
0001807812-20-000001	51	WI
0001807812-20-000001	52	WY
0001670254-20-000218	1	AL
0001670254-20-000218	2	AK
0001670254-20-000218	3	AZ
0001670254-20-000218	4	AR
0001670254-20-000218	5	CA
0001670254-20-000218	6	CO
0001670254-20-000218	7	CT
0001670254-20-000218	8	DE
0001670254-20-000218	9	DC
0001670254-20-000218	10	FL
0001670254-20-000218	11	GA
0001670254-20-000218	12	HI
0001670254-20-000218	13	ID
0001670254-20-000218	14	IL
0001670254-20-000218	15	IN
0001670254-20-000218	16	IA
0001670254-20-000218	17	KS
0001769091-20-000002	5	CA
0001769091-20-000002	6	CO
0001769091-20-000002	7	CT
0001769091-20-000002	8	DE
0001769091-20-000002	9	DC
0001769091-20-000002	10	FL
0001769091-20-000002	11	GA
0001769091-20-000002	12	HI
0001769091-20-000002	13	ID
0001769091-20-000002	14	IL
0001769091-20-000002	15	IN
0001769091-20-000002	16	IA
0001769091-20-000002	21	MD
0001769091-20-000002	22	MA
0001769091-20-000002	23	MI
0001769091-20-000002	24	MN
0001769091-20-000002	25	MS
0001769091-20-000002	26	MO
0001769091-20-000002	27	MT
0001769091-20-000002	28	NE
0001769091-20-000002	29	NV
0001769091-20-000002	30	NH
0001769091-20-000002	31	NJ
0001769091-20-000002	32	NM
0001769091-20-000002	33	NY
0001769091-20-000002	34	NC
0001769091-20-000002	35	ND
0001769091-20-000002	36	OH
0001769091-20-000002	37	OK
0001769091-20-000002	38	OR
0001769091-20-000002	39	PA
0001769091-20-000002	40	PR
0001769091-20-000002	41	RI
0001769091-20-000002	42	SC
0001769091-20-000002	43	SD
0001769091-20-000002	44	TN
0001769091-20-000002	45	TX
0001769091-20-000002	46	UT
0001769091-20-000002	47	VT
0001769091-20-000002	48	VA
0001769091-20-000002	49	WA
0001769091-20-000002	50	WV
0001769091-20-000002	51	WI
0001769091-20-000002	52	WY
0001807812-20-000001	1	AL
0001807812-20-000001	2	AK
0001807812-20-000001	3	AZ
0001807812-20-000001	4	AR
0001807812-20-000001	5	CA
0001807812-20-000001	6	CO
0001807812-20-000001	7	CT
0001807812-20-000001	8	DE
0001807812-20-000001	9	DC
0001807812-20-000001	10	FL
0001807812-20-000001	11	GA
0001807812-20-000001	12	HI
0001807812-20-000001	13	ID
0001807812-20-000001	14	IL
0001807812-20-000001	15	IN
0001807812-20-000001	16	IA
0001807812-20-000001	17	KS
0001807812-20-000001	18	KY
0001807812-20-000001	19	LA
0001807812-20-000001	20	ME
0001769091-20-000001	1	AL
0001769091-20-000001	39	PA
0001769091-20-000001	3	AZ
0001769091-20-000001	4	AR
0001769091-20-000001	5	CA
0001769091-20-000001	6	CO
0001769091-20-000001	7	CT
0001769091-20-000001	8	DE
0001769091-20-000001	9	DC
0001769091-20-000001	40	PR
0001769091-20-000001	41	RI
0001769091-20-000001	42	SC
0001769091-20-000001	43	SD
0001769091-20-000001	44	TN
0001769091-20-000001	45	TX
0001769091-20-000001	46	UT
0001769091-20-000001	47	VT
0001769091-20-000001	48	VA
0001769091-20-000001	49	WA
0001769091-20-000001	50	WV
0001769091-20-000001	51	WI
0001769091-20-000001	52	WY
0001769091-20-000001	10	FL
0001769091-20-000001	11	GA
0001769091-20-000001	12	HI
0001769091-20-000001	13	ID
0001769091-20-000001	14	IL
0001769091-20-000001	15	IN
0001769091-20-000001	16	IA
0001769091-20-000001	17	KS
0001769091-20-000001	18	KY
0001769091-20-000001	19	LA
0001769091-20-000001	20	ME
0001769091-20-000001	21	MD
0001769091-20-000001	22	MA
0001769091-20-000001	23	MI
0001769091-20-000001	24	MN
0001769091-20-000001	25	MS
0001769091-20-000001	26	MO
0001769091-20-000001	27	MT
0001769091-20-000001	28	NE
0001769091-20-000001	29	NV
0001769091-20-000001	30	NH
0001769091-20-000001	31	NJ
0001769091-20-000001	32	NM
0001769091-20-000001	33	NY
0001769091-20-000001	34	NC
0001769091-20-000001	35	ND
0001769091-20-000001	36	OH
0001769091-20-000001	37	OK
0001769091-20-000001	38	OR
0001769091-20-000001	2	AK
0001665160-20-000282	6	CO
0001665160-20-000282	23	MI
0001665160-20-000282	8	DC
0001665160-20-000282	9	DE
0001665160-20-000282	10	FL
0001665160-20-000282	11	GA
0001665160-20-000282	12	HI
0001665160-20-000282	13	ID
0001665160-20-000282	14	IL
0001665160-20-000282	15	IN
0001665160-20-000282	16	IA
0001665160-20-000282	17	KS
0001665160-20-000282	18	KY
0001665160-20-000282	24	MN
0001665160-20-000282	25	MS
0001665160-20-000282	26	MO
0001665160-20-000282	27	MT
0001665160-20-000282	28	NE
0001665160-20-000282	29	NV
0001665160-20-000282	30	NH
0001665160-20-000282	31	NJ
0001665160-20-000282	32	NM
0001665160-20-000282	33	NY
0001665160-20-000282	34	NC
0001665160-20-000282	35	ND
0001665160-20-000282	36	OH
0001665160-20-000282	37	OK
0001665160-20-000282	38	OR
0001665160-20-000282	39	PA
0001665160-20-000282	40	PR
0001665160-20-000282	41	RI
0001665160-20-000282	42	SC
0001665160-20-000282	43	SD
0001665160-20-000282	44	TN
0001665160-20-000282	45	TX
0001665160-20-000282	46	UT
0001665160-20-000282	47	VT
0001665160-20-000282	48	VA
0001665160-20-000282	49	WA
0001665160-20-000282	50	WV
0001665160-20-000282	51	WI
0001665160-20-000282	52	WY
0001665160-20-000282	1	AL
0001665160-20-000282	2	AK
0001665160-20-000282	3	AZ
0001665160-20-000282	4	AR
0001665160-20-000282	5	CA
0001665160-20-000282	19	LA
0001665160-20-000282	20	ME
0001665160-20-000282	21	MD
0001665160-20-000282	22	MA
0001665160-20-000282	7	CT
0001665160-20-000278	1	AL
0001665160-20-000278	52	WY
0001665160-20-000278	3	AZ
0001665160-20-000278	4	AR
0001665160-20-000278	5	CA
0001665160-20-000278	6	CO
0001665160-20-000278	7	CT
0001665160-20-000278	8	DE
0001665160-20-000278	9	DC
0001665160-20-000278	10	FL
0001665160-20-000278	11	GA
0001665160-20-000278	12	HI
0001665160-20-000278	13	ID
0001665160-20-000278	14	IL
0001665160-20-000278	15	IN
0001665160-20-000278	16	IA
0001665160-20-000278	17	KS
0001665160-20-000278	18	KY
0001665160-20-000278	19	LA
0001665160-20-000278	20	ME
0001665160-20-000278	21	MD
0001665160-20-000278	22	MA
0001665160-20-000278	23	MI
0001665160-20-000278	24	MN
0001665160-20-000278	39	PA
0001665160-20-000278	40	PR
0001665160-20-000278	41	RI
0001665160-20-000278	42	SC
0001665160-20-000278	43	SD
0001665160-20-000278	44	TN
0001665160-20-000278	45	TX
0001665160-20-000278	46	UT
0001665160-20-000278	47	VT
0001665160-20-000278	25	MS
0001665160-20-000278	26	MO
0001665160-20-000278	27	MT
0001665160-20-000278	28	NE
0001665160-20-000278	29	NV
0001665160-20-000278	30	NH
0001665160-20-000278	31	NJ
0001665160-20-000278	32	NM
0001665160-20-000278	33	NY
0001665160-20-000278	34	NC
0001665160-20-000278	35	ND
0001665160-20-000278	36	OH
0001665160-20-000278	37	OK
0001665160-20-000278	38	OR
0001665160-20-000278	48	VA
0001665160-20-000278	49	WA
0001665160-20-000278	50	WV
0001665160-20-000278	51	WI
0001665160-20-000278	2	AK
0001807941-20-000001	35	ND
0001807941-20-000001	3	AZ
0001807941-20-000001	37	OK
0001807941-20-000001	38	OR
0001807941-20-000001	39	PA
0001807941-20-000001	40	PR
0001807941-20-000001	41	RI
0001807941-20-000001	42	SC
0001807941-20-000001	43	SD
0001807941-20-000001	9	DC
0001807941-20-000001	10	FL
0001807941-20-000001	11	GA
0001807941-20-000001	12	HI
0001807941-20-000001	13	ID
0001807941-20-000001	14	IL
0001807941-20-000001	15	IN
0001807941-20-000001	16	IA
0001807941-20-000001	17	KS
0001807941-20-000001	18	KY
0001807941-20-000001	19	LA
0001807941-20-000001	20	ME
0001807941-20-000001	21	MD
0001807941-20-000001	22	MA
0001807941-20-000001	23	MI
0001807941-20-000001	24	MN
0001807941-20-000001	25	MS
0001807941-20-000001	26	MO
0001807941-20-000001	27	MT
0001807941-20-000001	28	NE
0001807941-20-000001	29	NV
0001807941-20-000001	30	NH
0001807941-20-000001	31	NJ
0001807941-20-000001	32	NM
0001807941-20-000001	33	NY
0001807941-20-000001	34	NC
0001807941-20-000001	4	AR
0001807941-20-000001	5	CA
0001807941-20-000001	6	CO
0001807941-20-000001	7	CT
0001807941-20-000001	8	DE
0001807941-20-000001	44	TN
0001807941-20-000001	45	TX
0001807941-20-000001	46	UT
0001807941-20-000001	47	VT
0001807941-20-000001	48	VA
0001807941-20-000001	49	WA
0001807941-20-000001	50	WV
0001807941-20-000001	51	WI
0001807941-20-000001	52	WY
0001807941-20-000001	53	A0
0001807941-20-000001	54	A1
0001807941-20-000001	55	A2
0001807941-20-000001	56	A3
0001807941-20-000001	57	A4
0001807941-20-000001	58	A5
0001807941-20-000001	59	A6
0001807941-20-000001	60	A7
0001807941-20-000001	61	A8
0001807941-20-000001	62	A9
0001807941-20-000001	63	B0
0001807941-20-000001	64	Z4
0001807941-20-000001	1	AL
0001807941-20-000001	2	AK
0001807941-20-000001	36	OH
0001807984-20-000003	1	AL
0001807984-20-000003	40	PR
0001807984-20-000003	3	AZ
0001807984-20-000003	4	AR
0001807984-20-000003	5	CA
0001807984-20-000003	6	CO
0001807984-20-000003	7	CT
0001807984-20-000003	8	DE
0001807984-20-000003	9	DC
0001807984-20-000003	10	FL
0001807984-20-000003	11	GA
0001807984-20-000003	12	HI
0001807984-20-000003	41	RI
0001807984-20-000003	42	SC
0001807984-20-000003	43	SD
0001807984-20-000003	44	TN
0001807984-20-000003	45	TX
0001807984-20-000003	46	UT
0001807984-20-000003	47	VT
0001807984-20-000003	48	VA
0001807984-20-000003	49	WA
0001807984-20-000003	50	WV
0001807984-20-000003	51	WI
0001807984-20-000003	52	WY
0001807984-20-000003	13	ID
0001807984-20-000003	14	IL
0001807984-20-000003	15	IN
0001807984-20-000003	16	IA
0001807984-20-000003	17	KS
0001807984-20-000003	18	KY
0001807984-20-000003	19	LA
0001807984-20-000003	20	ME
0001807984-20-000003	21	MD
0001807984-20-000003	22	MA
0001807984-20-000003	23	MI
0001807984-20-000003	24	MN
0001807984-20-000003	25	MS
0001807984-20-000003	26	MO
0001807984-20-000003	27	MT
0001807984-20-000003	28	NE
0001807984-20-000003	29	NV
0001807984-20-000003	30	NH
0001807984-20-000003	31	NJ
0001807984-20-000003	32	NM
0001807984-20-000003	33	NY
0001807984-20-000003	34	NC
0001807984-20-000003	35	ND
0001807984-20-000003	36	OH
0001807984-20-000003	37	OK
0001807984-20-000003	38	OR
0001807984-20-000003	39	PA
0001807984-20-000003	2	AK
0001213900-20-007809	9	FL
0001213900-20-007809	52	PR
0001213900-20-007809	11	HI
0001213900-20-007809	12	ID
0001213900-20-007809	13	IL
0001213900-20-007809	14	IN
0001213900-20-007809	15	IA
0001213900-20-007809	16	KS
0001213900-20-007809	17	KY
0001213900-20-007809	18	LA
0001213900-20-007809	19	ME
0001213900-20-007809	1	AL
0001213900-20-007809	2	AK
0001213900-20-007809	3	AZ
0001213900-20-007809	4	AR
0001213900-20-007809	5	CA
0001213900-20-007809	6	CO
0001213900-20-007809	7	CT
0001213900-20-007809	8	DE
0001213900-20-007809	20	MD
0001213900-20-007809	21	MA
0001213900-20-007809	22	MI
0001213900-20-007809	23	MN
0001213900-20-007809	24	MS
0001213900-20-007809	25	MO
0001213900-20-007809	26	MT
0001213900-20-007809	27	NE
0001213900-20-007809	28	NV
0001213900-20-007809	29	NH
0001213900-20-007809	30	NJ
0001213900-20-007809	31	NM
0001213900-20-007809	32	NY
0001213900-20-007809	33	NC
0001213900-20-007809	34	ND
0001213900-20-007809	35	OH
0001213900-20-007809	36	OK
0001213900-20-007809	37	OR
0001213900-20-007809	38	PA
0001213900-20-007809	39	RI
0001213900-20-007809	40	SC
0001213900-20-007809	41	SD
0001213900-20-007809	42	TN
0001213900-20-007809	43	TX
0001213900-20-007809	44	UT
0001213900-20-007809	45	VT
0001213900-20-007809	46	VA
0001213900-20-007809	47	WA
0001213900-20-007809	48	WV
0001213900-20-007809	49	WI
0001213900-20-007809	50	WY
0001213900-20-007809	51	DC
0001213900-20-007809	10	GA
0001746059-20-000095	52	WY
0001807742-20-000001	32	NM
0001807742-20-000001	37	OK
0001807742-20-000001	38	OR
0001807742-20-000001	39	PA
0001807742-20-000001	40	PR
0001807742-20-000001	41	RI
0001807742-20-000001	42	SC
0001807742-20-000001	43	SD
0001807742-20-000001	44	TN
0001807742-20-000001	45	TX
0001807742-20-000001	46	UT
0001807742-20-000001	47	VT
