ACCESSION_NUMBER	ID	ISEDGARFILER	COISSUERCIK	NAMEOFCOISSUER	LEGALSTATUSFORM	LEGALSTATUSOTHERDESC	JURISDICTIONORGANIZATION	DATEINCORPORATION	STREET1	STREET2	CITY	STATEORCOUNTRY	ZIPCODE	COISSUERWEBSITE
0001670254-22-000683	1			BTP Automation I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-JUN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000681	1			TipBrightly I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-JUN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000679	1			Freakin Fitness I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	20-JUN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000674	2			Joulez I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	17-JUN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000672	1			Mindwell Labs I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	17-JUN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000672	2			Mindwell Labs I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	17-JUN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000674	1			Joulez I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	17-JUN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000676	1			Blaamazon I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	17-JUN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000671	1			Bracketology I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	01-JUN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000671	2			Bracketology I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	01-JUN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000665	1			Kettle I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	15-JUN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000669	2			Sober Sidekick I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	16-JUN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000669	1			Sober Sidekick I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	16-JUN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000668	1			Fetch Delivery I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	16-JUN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000663	2			Smartass & Sass I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	15-JUN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000663	1			Smartass & Sass I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	15-JUN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000661	2			Azure Ravens Entertainment I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	13-JUN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000661	1			Azure Ravens Entertainment I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	13-JUN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000658	1			Flux Hybrids I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	13-JUN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000658	2			Flux Hybrids I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	13-JUN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000656	2			XENSE I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	10-JUN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000656	1			XENSE I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	10-JUN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000654	2			Creator Films I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	10-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000654	1			Creator Films I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	10-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000650	1			Flower City Union I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-JUN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000652	1			Acquire Invest I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	08-JUN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000640	2			EKCHAT I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	02-JUN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000640	1			EKCHAT I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	02-JUN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000631	2			Bracketology I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	01-JUN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000631	1			Bracketology I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	01-JUN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000627	2			Vironix Health Inc. I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-APR-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000627	1			Vironix Health Inc. I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-APR-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000624	1			Upswing Fitness I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	20-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000625	1			Doofus Corporation I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	27-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000619	1			Pangea Movement I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	24-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000619	2			Pangea Movement I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	24-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000616	2			Sensate I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	25-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000616	1			Sensate I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	25-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001926303-22-000001	1			MadeInUSA.com Fund One, Inc.	Corporation		DE	14-FEB-2022	712 S 14TH STREET		LEESBURG	FL	34748	
0001670254-22-000617	1			The Conscious Pet I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	25-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000611	1			Mileberry I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	24-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000609	1			Eskuad I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	20-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000611	2			Mileberry I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	24-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000613	1			Smile Dating App I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	24-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000607	2			Gothic Gin I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	20-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000600	1			Verde Finance I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	20-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000605	2			MINWO I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	20-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000605	1			MINWO I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	20-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000604	1			Aristotle Spirits I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	20-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000607	1			Gothic Gin I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	20-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000602	1			New Majority Capital I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	20-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000598	2			Laminar Scientific I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	17-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000594	1			HydroArtPod I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	19-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000594	2			HydroArtPod I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	19-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000596	1			Phenomena Learning I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	19-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000596	2			Phenomena Learning I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	19-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000598	1			Laminar Scientific I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	17-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000588	1			Rainshine Global I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	16-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000590	1			Vegpal I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	12-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000583	1			Klinic I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	17-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001917699-22-000021	2			Sovereign Aniyunwiya Nation	Other	Foreign Non-profit Corporation	AL	16-JUL-2021	2501 MASTIN LAKE ROAD NW	UNIT 3563	HUNTSVILLE	AL	35810	www.nativesanandcompany.com
0001917699-22-000021	3			Noble Ferguson El Trust	Other	Revocable Living Trust	AL	25-APR-2022	3209 West Helena Drive NW		Huntsville	AL	35810-3336	www.nativesanandcompany.com
0001670254-22-000580	2			Peachy I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	13-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000580	1			Peachy I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	13-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001917699-22-000021	1			Shamuel Family Trust	Business Trust		TX	01-JAN-2021	128 Sunset Blvd #1099		New Castle	DE	19720	www.worldcreditunion.org
0001670254-22-000579	1			Sonatafy Technology I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	13-JAN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000578	1			Arqlite II, a series of Wefunder SPV, LLC	Limited Liability Company		DE	13-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000575	1			Ghost Town Oats I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	12-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001644600-22-000083	1			Tropical Weather Analytics CF SPV, LLC	Limited Liability Company		DE	11-FEB-2022	58 UNIVERSITY RD		BROOKLINE	MA	02445	
0001670254-22-000575	2			Ghost Town Oats I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	12-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000569	1			Happypillar I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	12-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000569	2			Happypillar I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	12-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000567	2			Emission Free Generators I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	12-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000567	1			Emission Free Generators I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	12-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000566	1			Bee Mortgage App I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	11-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001644600-22-000082	1			Tropical Weather Analytics CF SPV, LLC	Limited Liability Company		DE	11-FEB-2022	58 UNIVERSITY RD		BROOKLINE	MA	02445	
0001670254-22-000562	2			Lumina I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	11-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000562	1			Lumina I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	11-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001821982-22-000003	1			North Cove Crowdfunding SPV, LLC	Limited Liability Company		NC	07-APR-2022	210 Blue Ridge Dr. N.		Marion	NC	28752	
0001670254-22-000549	1			Dteckt I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000549	2			Dteckt I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000547	1			Objective Reality I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	05-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000544	1			UNITY WELLNESS I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	04-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000547	2			Objective Reality I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	05-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000552	2			Uruk I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	05-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000555	1			EV Semi-Fleet Corp I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000552	1			Uruk I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	05-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000542	2			Beeotto LLC I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000542	1			Beeotto LLC I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000540	1			Gamestacy I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000540	2			Gamestacy I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000538	1			Halen Technologies I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	05-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000538	2			Halen Technologies I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	05-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001862115-22-000001	1			Exo-Space CF SPV, LLC	Limited Liability Company		DE	09-MAR-2021	484 E CALIFORNIA BLVD.		PASADENA	CA	91106	
0001670254-22-000536	1			AllIDoIsCook I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	05-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000534	1			Dvyup I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	05-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000529	1			Intentionalist I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	05-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001644600-22-000078	1			Exo-Space CF SPV, LLC	Limited Liability Company		DE	09-MAR-2021	484 E CALIFORNIA BLVD.		PASADENA	CA	91106	www.exo-space.com
0001670254-22-000527	1			Firebrand Artisan Breads I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000519	2			Kountable I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000519	1			Kountable I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001821982-22-000002	1			Bricolage Dynamics RegCF SPV 2021, LLC	Limited Liability Company		DE	14-OCT-2021	120 Rockbridge Ct.		Liberty	SC	29657	
0001670254-22-000517	2			Univenture I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000517	1			Univenture I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000516	1			Vironix Health Inc. I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-APR-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000516	2			Vironix Health Inc. I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-APR-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001877339-22-000001	1			Infinite Composites CF SPV, LLC	Limited Partnership		DE	28-JUL-2021	10738 E 55th Place		Tulsa	OK	74146	
0001670254-22-000504	1			Venganza Foods I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	02-MAY-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000502	2			Papa Johns Central Europe I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	13-OCT-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000502	1			Papa Johns Central Europe I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	13-OCT-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000481	1			Hld film inc I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	22-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000484	1			Taylor Hoffman I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	15-MAR-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000487	1			Uptip I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	04-MAR-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000486	1			KK Technologies I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-OCT-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000486	2			KK Technologies I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-OCT-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000488	2			Vehiko I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	08-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000488	1			Vehiko I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	08-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000475	2			necoBrands I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	04-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000475	1			necoBrands I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	04-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000474	1			StaySafe Concrete Products I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	09-SEP-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000474	2			StaySafe Concrete Products I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	09-SEP-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000470	2			Sen-Jam Pharmaceutical I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	01-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000470	1			Sen-Jam Pharmaceutical I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	01-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000468	2			UpStaged Entertainment Group I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	25-OCT-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000468	1			UpStaged Entertainment Group I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	25-OCT-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000467	2			UpStaged Entertainment Group I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	25-OCT-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000467	1			UpStaged Entertainment Group I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	25-OCT-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000460	1			Apotheka I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	15-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001644600-22-000059	1			Xairos CF SPV, LLC	Limited Liability Company		DE	11-FEB-2022	9741 Sunset Hill Circle		Lone Tree	CO	80124	www.xairos.com
0001670254-22-000458	1			Pace Diagnostics I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	02-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
